Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   10 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 11.263 9.909 8.600 6.788 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   11 12.779 12.779 12.779 12.779 12.779 12.779 12.779 12.779 12.779 12.779 12.779 12.779 12.779 12.779 11.349 9.968 8.652 6.872 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   12 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 11.362 9.975 8.658 6.865 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   13 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 11.308 9.927 8.607 6.774 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   14 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 11.190 9.839 8.516 6.662 0.623 0.000 0.000 0.000 0.000 0.000 0.000
   15 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 11.041 9.731 8.418 6.603 1.936 0.000 0.000 0.000 0.000 0.000 0.000
   16 12.796 12.796 12.796 12.796 12.796 12.796 12.796 12.796 12.796 12.796 12.796 12.796 12.796 12.796 10.881 9.611 8.332 6.617 2.698 0.000 0.000 0.000 0.000 0.000 0.000
   17 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 10.730 9.503 8.260 6.675 3.388 0.000 0.000 0.000 0.000 0.000 0.000
   18 12.808 12.808 12.808 12.808 12.808 12.808 12.808 12.808 12.808 12.808 12.808 12.808 12.808 12.744 10.603 9.420 8.218 6.748 4.079 0.000 0.000 0.000 0.000 0.000 0.000
   19 12.815 12.815 12.815 12.815 12.815 12.815 12.815 12.815 12.815 12.815 12.815 12.815 12.815 12.183 10.508 9.359 8.197 6.813 4.595 0.000 0.000 0.000 0.000 0.000 0.000
   20 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 11.994 10.445 9.318 8.186 6.867 4.907 0.000 0.000 0.000 0.000 0.000 0.000
   21 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 11.916 10.409 9.298 8.183 6.903 5.077 0.000 0.000 0.000 0.000 0.000 0.000
   22 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 11.920 10.410 9.299 8.188 6.921 5.145 0.000 0.000 0.000 0.000 0.000 0.000
   23 12.841 12.841 12.841 12.841 12.841 12.841 12.841 12.841 12.841 12.841 12.841 12.841 12.841 12.013 10.441 9.317 8.199 6.915 5.123 0.000 0.000 0.000 0.000 0.000 0.000
   24 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.226 10.507 9.353 8.211 6.895 5.019 0.000 0.000 0.000 0.000 0.000 0.000
   25 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 10.605 9.406 8.231 6.861 4.811 0.000 0.000 0.000 0.000 0.000 0.000
   26 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 10.732 9.483 8.258 6.809 4.473 0.000 0.000 0.000 0.000 0.000 0.000
   27 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 10.896 9.579 8.304 6.755 3.962 0.000 0.000 0.000 0.000 0.000 0.000
   28 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 11.088 9.693 8.361 6.704 3.329 0.000 0.000 0.000 0.000 0.000 0.000
   29 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 11.296 9.814 8.438 6.671 2.594 0.000 0.000 0.000 0.000 0.000 0.000
   30 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 11.501 9.939 8.526 6.672 1.739 0.000 0.000 0.000 0.000 0.000 0.000
   31 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 11.685 10.042 8.609 6.723 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   32 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 11.807 10.109 8.676 6.790 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   33 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 11.838 10.138 8.708 6.847 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   34 12.845 12.845 12.845 12.845 12.845 12.845 12.845 12.845 12.845 12.845 12.845 12.845 12.845 12.845 11.775 10.114 8.697 6.858 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   35 12.839 12.839 12.839 12.839 12.839 12.839 12.839 12.839 12.839 12.839 12.839 12.839 12.839 12.839 11.637 10.054 8.658 6.833 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   36 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 11.460 9.960 8.591 6.791 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   37 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 11.271 9.855 8.512 6.759 0.985 0.000 0.000 0.000 0.000 0.000 0.000
   38 12.817 12.817 12.817 12.817 12.817 12.817 12.817 12.817 12.817 12.817 12.817 12.817 12.817 12.817 11.085 9.743 8.440 6.741 1.945 0.000 0.000 0.000 0.000 0.000 0.000
   39 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 10.912 9.639 8.370 6.753 2.569 0.000 0.000 0.000 0.000 0.000 0.000
   40 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 12.802 10.760 9.540 8.314 6.772 3.188 0.000 0.000 0.000 0.000 0.000 0.000
   41 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 10.629 9.459 8.270 6.806 3.807 0.000 0.000 0.000 0.000 0.000 0.000
   42 12.788 12.788 12.788 12.788 12.788 12.788 12.788 12.788 12.788 12.788 12.788 12.788 12.788 12.142 10.522 9.389 8.240 6.834 4.302 0.000 0.000 0.000 0.000 0.000 0.000
   43 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 11.889 10.432 9.336 8.215 6.866 4.624 0.000 0.000 0.000 0.000 0.000 0.000
   44 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 11.727 10.364 9.294 8.196 6.886 4.831 0.000 0.000 0.000 0.000 0.000 0.000
   45 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 11.618 10.316 9.264 8.183 6.906 4.961 0.000 0.000 0.000 0.000 0.000 0.000
   46 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 11.557 10.286 9.244 8.176 6.917 5.033 0.000 0.000 0.000 0.000 0.000 0.000
   47 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 11.525 10.272 9.239 8.171 6.915 5.051 0.000 0.000 0.000 0.000 0.000 0.000
   48 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 11.535 10.276 9.240 8.175 6.909 5.017 0.000 0.000 0.000 0.000 0.000 0.000
   49 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 12.765 11.577 10.298 9.253 8.178 6.897 4.926 0.000 0.000 0.000 0.000 0.000 0.000
   50 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 12.766 11.664 10.341 9.277 8.185 6.872 4.768 0.000 0.000 0.000 0.000 0.000 0.000
   51 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 12.768 11.800 10.403 9.321 8.202 6.843 4.493 0.000 0.000 0.000 0.000 0.000 0.000
   52 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.772 12.008 10.488 9.370 8.225 6.808 4.053 0.000 0.000 0.000 0.000 0.000 0.000
   53 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.776 12.386 10.592 9.443 8.258 6.769 3.480 0.000 0.000 0.000 0.000 0.000 0.000
   54 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 10.723 9.527 8.308 6.734 2.868 0.000 0.000 0.000 0.000 0.000 0.000
   55 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 10.876 9.631 8.368 6.707 2.269 0.000 0.000 0.000 0.000 0.000 0.000
   56 12.793 12.793 12.793 12.793 12.793 12.793 12.793 12.793 12.793 12.793 12.793 12.793 12.793 12.793 11.042 9.738 8.449 6.709 1.527 0.000 0.000 0.000 0.000 0.000 0.000
   57 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 11.221 9.855 8.536 6.746 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   58 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 11.401 9.960 8.614 6.803 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   59 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 11.551 10.042 8.675 6.861 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   60 12.819 12.819 12.819 12.819 12.819 12.819 12.819 12.819 12.819 12.819 12.819 12.819 12.819 12.819 11.650 10.088 8.705 6.866 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   61 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 11.673 10.087 8.690 6.804 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   62 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 11.609 10.038 8.632 6.695 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   63 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 11.476 9.945 8.538 6.598 1.386 0.000 0.000 0.000 0.000 0.000 0.000
   64 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 11.295 9.826 8.436 6.564 2.334 0.000 0.000 0.000 0.000 0.000 0.000
   65 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 12.846 11.096 9.699 8.349 6.596 3.028 0.000 0.000 0.000 0.000 0.000 0.000
   66 12.849 12.849 12.849 12.849 12.849 12.849 12.849 12.849 12.849 12.849 12.849 12.849 12.849 12.849 10.904 9.578 8.275 6.662 3.710 0.000 0.000 0.000 0.000 0.000 0.000
   67 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 10.733 9.470 8.227 6.739 4.309 0.000 0.000 0.000 0.000 0.000 0.000
   68 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 10.593 9.388 8.200 6.812 4.747 0.000 0.000 0.000 0.000 0.000 0.000
   69 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.198 10.485 9.327 8.179 6.870 5.033 0.000 0.000 0.000 0.000 0.000 0.000
   70 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 11.968 10.412 9.286 8.171 6.912 5.208 0.000 0.000 0.000 0.000 0.000 0.000
   71 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 11.858 10.372 9.264 8.166 6.932 5.293 0.000 0.000 0.000 0.000 0.000 0.000
   72 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 11.839 10.360 9.256 8.161 6.927 5.292 0.000 0.000 0.000 0.000 0.000 0.000
   73 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 11.902 10.387 9.266 8.158 6.899 5.203 0.542 0.000 0.000 0.000 0.000 0.000
   74 12.850 12.850 12.850 12.850 12.850 12.850 12.850 12.850 12.850 12.850 12.850 12.850 12.850 12.078 10.444 9.296 8.154 6.845 5.012 0.312 0.000 0.000 0.000 0.000 0.000
   75 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.502 10.547 9.349 8.156 6.762 4.685 0.000 0.000 0.000 0.000 0.000 0.000
   76 12.844 12.844 12.844 12.844 12.844 12.844 12.844 12.844 12.844 12.844 12.844 12.844 12.844 12.844 10.696 9.435 8.176 6.645 4.193 0.000 0.000 0.000 0.000 0.000 0.000
   77 12.840 12.840 12.840 12.840 12.840 12.840 12.840 12.840 12.840 12.840 12.840 12.840 12.840 12.840 10.900 9.555 8.219 6.494 3.621 0.000 0.000 0.000 0.000 0.000 0.000
   78 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 11.156 9.718 8.301 6.314 2.966 0.000 0.000 0.000 0.000 0.000 0.000
   79 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 12.831 11.467 9.914 8.437 6.111 2.215 0.000 0.000 0.000 0.000 0.000 0.000
   80 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 11.811 10.116 8.619 5.951 1.057 0.000 0.000 0.000 0.000 0.000 0.000
   81 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.173 10.291 8.801 6.292 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   82 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.816 12.510 10.399 8.929 6.794 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   83 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.810 12.511 10.412 8.952 6.882 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   84 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.805 12.160 10.318 8.858 5.970 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   85 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 12.799 11.770 10.137 8.663 5.053 0.132 0.000 0.000 0.000 0.000 0.000 0.000
   86 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 11.377 9.899 8.428 5.569 2.005 0.000 0.000 0.000 0.000 0.000 0.000
   87 12.790 12.790 12.790 12.790 12.790 12.790 12.790 12.790 12.790 12.790 12.790 12.790 12.790 12.790 11.013 9.652 8.228 5.946 2.828 0.000 0.000 0.000 0.000 0.000 0.000
   88 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 12.786 10.691 9.430 8.100 6.239 3.454 0.000 0.000 0.000 0.000 0.000 0.000
   89 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 12.782 11.994 10.424 9.260 8.034 6.470 4.085 1.000 0.000 0.000 0.000 0.000 0.000
   90 12.780 12.780 12.780 12.780 12.780 12.780 12.780 12.780 12.780 12.780 12.780 12.780 12.780 11.524 10.219 9.136 8.007 6.655 4.682 1.822 0.000 0.000 0.000 0.000 0.000
   91 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 11.236 10.072 9.055 8.003 6.791 5.136 2.357 0.000 0.000 0.000 0.000 0.000
   92 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 11.053 9.968 9.004 8.013 6.889 5.436 2.886 0.000 0.000 0.000 0.000 0.000
   93 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 12.777 10.942 9.906 8.973 8.019 6.949 5.613 3.368 0.000 0.000 0.000 0.000 0.000
   94 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 12.778 10.892 9.876 8.959 8.021 6.980 5.694 3.618 0.000 0.000 0.000 0.000 0.000
   95 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 10.904 9.882 8.959 8.018 6.970 5.675 3.591 0.000 0.000 0.000 0.000 0.000
   96 12.784 12.784 12.784 12.784 12.784 12.784 12.784 12.784 12.784 12.784 12.784 12.784 12.784 10.975 9.919 8.977 8.006 6.925 5.567 3.330 0.000 0.000 0.000 0.000 0.000
   97 12.789 12.789 12.789 12.789 12.789 12.789 12.789 12.789 12.789 12.789 12.789 12.789 12.789 11.121 9.995 9.009 7.991 6.839 5.344 2.966 0.000 0.000 0.000 0.000 0.000
   98 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 12.794 11.378 10.124 9.063 7.971 6.698 4.979 2.519 0.000 0.000 0.000 0.000 0.000
   99 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 11.817 10.325 9.163 7.958 6.488 4.467 2.014 0.000 0.000 0.000 0.000 0.000
  100 12.807 12.807 12.807 12.807 12.807 12.807 12.807 12.807 12.807 12.807 12.807 12.807 12.807 12.807 10.619 9.330 7.970 6.185 3.918 1.275 0.000 0.000 0.000 0.000 0.000
  101 12.814 12.814 12.814 12.814 12.814 12.814 12.814 12.814 12.814 12.814 12.814 12.814 12.814 12.814 11.042 9.587 8.042 5.724 3.297 0.000 0.000 0.000 0.000 0.000 0.000
  102 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 12.821 11.648 9.948 8.252 5.097 2.571 0.000 0.000 0.000 0.000 0.000 0.000
  103 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 10.371 8.641 4.366 1.480 0.000 0.000 0.000 0.000 0.000 0.000
  104 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 12.835 10.769 9.081 3.554 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  105 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 11.039 9.360 2.482 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  106 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 11.097 9.377 2.605 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  107 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 12.853 10.900 9.109 3.643 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  108 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 12.857 10.509 8.619 4.428 1.727 0.000 0.000 0.000 0.000 0.000 0.000
  109 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.861 12.117 10.044 8.183 5.157 2.794 0.000 0.000 0.000 0.000 0.000 0.000
  110 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 11.289 9.638 7.987 5.767 3.544 0.378 0.000 0.000 0.000 0.000 0.000
  111 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 10.775 9.362 7.938 6.215 4.155 1.842 0.000 0.000 0.000 0.000 0.000
  112 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.313 10.433 9.188 7.949 6.526 4.740 2.549 0.000 0.000 0.000 0.000 0.000
  113 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 11.629 10.208 9.091 7.976 6.739 5.203 3.074 0.000 0.000 0.000 0.000 0.000
  114 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 11.310 10.068 9.035 8.004 6.881 5.519 3.557 0.000 0.000 0.000 0.000 0.000
  115 12.859 12.859 12.859 12.859 12.859 12.859 12.859 12.859 12.859 12.859 12.859 12.859 12.859 11.137 9.987 9.005 8.027 6.965 5.701 3.899 0.000 0.000 0.000 0.000 0.000
  116 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 11.067 9.952 8.991 8.031 6.997 5.775 4.049 0.000 0.000 0.000 0.000 0.000
  117 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 11.070 9.955 8.988 8.024 6.979 5.742 3.980 0.000 0.000 0.000 0.000 0.000
  118 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 11.158 9.994 9.002 8.005 6.917 5.604 3.698 0.000 0.000 0.000 0.000 0.000
  119 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 11.342 10.086 9.031 7.973 6.800 5.340 3.287 0.000 0.000 0.000 0.000 0.000
  120 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 12.836 11.675 10.236 9.094 7.942 6.616 4.928 2.760 0.000 0.000 0.000 0.000 0.000
  121 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.393 10.465 9.210 7.914 6.355 4.416 2.152 0.000 0.000 0.000 0.000 0.000
  122 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 10.803 9.401 7.927 5.971 3.799 1.288 0.000 0.000 0.000 0.000 0.000
  123 12.818 12.818 12.818 12.818 12.818 12.818 12.818 12.818 12.818 12.818 12.818 12.818 12.818 12.818 11.253 9.690 8.030 5.427 3.132 0.000 0.000 0.000 0.000 0.000 0.000
  124 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 12.812 11.826 10.053 8.316 4.777 2.318 0.000 0.000 0.000 0.000 0.000 0.000
  125 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 12.806 10.397 8.738 4.040 0.928 0.000 0.000 0.000 0.000 0.000 0.000
  126 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 12.800 10.639 9.082 3.224 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  127 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 12.795 10.715 9.209 3.661 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  128 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 12.791 10.620 9.117 2.890 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  129 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.787 12.440 10.387 8.839 3.734 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  130 12.785 12.785 12.785 12.785 12.785 12.785 12.785 12.785 12.785 12.785 12.785 12.785 12.785 12.785 11.700 10.070 8.474 4.495 1.815 0.000 0.000 0.000 0.000 0.000 0.000
  131 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 12.783 11.199 9.741 8.179 5.238 2.696 0.000 0.000 0.000 0.000 0.000 0.000
