Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   10 9.709 9.709 9.709 9.709 9.709 9.202 8.856 8.552 8.255 7.950 7.636 7.305 6.958 6.582 6.180 5.745 5.263 4.724 4.108 3.372 2.423 0.550 0.000 0.000 0.000
   11 9.709 9.709 9.709 9.709 9.709 9.198 8.853 8.548 8.248 7.948 7.634 7.305 6.955 6.582 6.183 5.747 5.268 4.737 4.128 3.408 2.472 0.778 0.000 0.000 0.000
   12 9.709 9.709 9.709 9.709 9.709 9.200 8.853 8.548 8.249 7.946 7.632 7.301 6.951 6.579 6.179 5.741 5.262 4.730 4.118 3.394 2.458 0.723 0.000 0.000 0.000
   13 9.708 9.708 9.708 9.708 9.708 9.211 8.860 8.552 8.251 7.946 7.630 7.299 6.947 6.572 6.163 5.725 5.242 4.701 4.080 3.341 2.371 0.231 0.000 0.000 0.000
   14 9.708 9.708 9.708 9.708 9.708 9.230 8.871 8.559 8.256 7.950 7.628 7.295 6.940 6.559 6.148 5.700 5.205 4.649 4.013 3.242 2.208 0.000 0.000 0.000 0.000
   15 9.707 9.707 9.707 9.707 9.707 9.256 8.886 8.571 8.264 7.956 7.632 7.289 6.929 6.540 6.120 5.663 5.154 4.580 3.914 3.094 1.951 0.000 0.000 0.000 0.000
   16 9.707 9.707 9.707 9.707 9.707 9.292 8.905 8.585 8.276 7.960 7.634 7.287 6.919 6.523 6.091 5.618 5.089 4.489 3.786 2.902 1.568 0.000 0.000 0.000 0.000
   17 9.706 9.706 9.706 9.706 9.706 9.335 8.930 8.603 8.289 7.969 7.637 7.286 6.911 6.503 6.060 5.568 5.022 4.387 3.635 2.658 0.933 0.000 0.000 0.000 0.000
   18 9.706 9.706 9.706 9.706 9.706 9.386 8.956 8.622 8.303 7.980 7.644 7.286 6.901 6.482 6.027 5.520 4.944 4.274 3.464 2.368 0.000 0.000 0.000 0.000 0.000
   19 9.705 9.705 9.705 9.705 9.705 9.447 8.982 8.641 8.317 7.991 7.649 7.286 6.893 6.467 5.994 5.468 4.865 4.159 3.281 2.020 0.000 0.000 0.000 0.000 0.000
   20 9.704 9.704 9.704 9.704 9.704 9.512 9.006 8.658 8.331 7.998 7.653 7.283 6.883 6.449 5.964 5.419 4.793 4.051 3.101 1.634 0.000 0.000 0.000 0.000 0.000
   21 9.703 9.703 9.703 9.703 9.703 9.623 9.028 8.671 8.339 8.004 7.655 7.281 6.876 6.433 5.940 5.379 4.736 3.955 2.948 1.232 0.000 0.000 0.000 0.000 0.000
   22 9.703 9.703 9.703 9.703 9.703 9.703 9.044 8.679 8.344 8.007 7.652 7.276 6.868 6.420 5.918 5.351 4.691 3.892 2.840 0.877 0.000 0.000 0.000 0.000 0.000
   23 9.702 9.702 9.702 9.702 9.702 9.702 9.053 8.684 8.342 8.001 7.647 7.266 6.856 6.405 5.903 5.330 4.666 3.860 2.793 0.716 0.000 0.000 0.000 0.000 0.000
   24 9.702 9.702 9.702 9.702 9.702 9.702 9.055 8.679 8.336 7.991 7.637 7.256 6.844 6.393 5.891 5.324 4.664 3.869 2.816 0.873 0.000 0.000 0.000 0.000 0.000
   25 9.701 9.701 9.701 9.701 9.701 9.701 9.050 8.671 8.325 7.980 7.622 7.241 6.831 6.382 5.886 5.329 4.679 3.902 2.899 1.186 0.000 0.000 0.000 0.000 0.000
   26 9.701 9.701 9.701 9.701 9.701 9.701 9.037 8.656 8.310 7.963 7.607 7.228 6.821 6.375 5.888 5.339 4.710 3.964 3.011 1.524 0.000 0.000 0.000 0.000 0.000
   27 9.701 9.701 9.701 9.701 9.701 9.701 9.021 8.640 8.295 7.949 7.590 7.216 6.813 6.373 5.895 5.359 4.753 4.036 3.139 1.830 0.000 0.000 0.000 0.000 0.000
   28 9.701 9.701 9.701 9.701 9.701 9.701 9.003 8.624 8.278 7.933 7.578 7.206 6.806 6.377 5.908 5.384 4.795 4.114 3.266 2.097 0.000 0.000 0.000 0.000 0.000
   29 9.701 9.701 9.701 9.701 9.701 9.629 8.982 8.606 8.263 7.920 7.567 7.200 6.808 6.381 5.921 5.413 4.840 4.184 3.386 2.313 0.000 0.000 0.000 0.000 0.000
   30 9.701 9.701 9.701 9.701 9.701 9.537 8.964 8.592 8.250 7.911 7.561 7.193 6.808 6.392 5.938 5.443 4.887 4.248 3.488 2.496 0.458 0.000 0.000 0.000 0.000
   31 9.701 9.701 9.701 9.701 9.701 9.481 8.948 8.580 8.242 7.905 7.558 7.196 6.811 6.400 5.957 5.468 4.926 4.305 3.572 2.631 1.017 0.000 0.000 0.000 0.000
   32 9.701 9.701 9.701 9.701 9.701 9.440 8.934 8.572 8.236 7.900 7.555 7.197 6.819 6.412 5.971 5.492 4.960 4.350 3.635 2.731 1.286 0.000 0.000 0.000 0.000
   33 9.702 9.702 9.702 9.702 9.702 9.416 8.925 8.567 8.234 7.902 7.560 7.204 6.826 6.421 5.986 5.510 4.984 4.385 3.682 2.798 1.438 0.000 0.000 0.000 0.000
   34 9.702 9.702 9.702 9.702 9.702 9.393 8.918 8.567 8.235 7.905 7.567 7.211 6.836 6.434 5.999 5.529 5.003 4.408 3.712 2.836 1.519 0.000 0.000 0.000 0.000
   35 9.702 9.702 9.702 9.702 9.702 9.375 8.915 8.566 8.239 7.911 7.573 7.221 6.846 6.447 6.012 5.539 5.017 4.421 3.726 2.850 1.532 0.000 0.000 0.000 0.000
   36 9.703 9.703 9.703 9.703 9.703 9.362 8.915 8.572 8.247 7.918 7.584 7.230 6.858 6.458 6.024 5.548 5.025 4.426 3.723 2.843 1.496 0.000 0.000 0.000 0.000
   37 9.703 9.703 9.703 9.703 9.703 9.352 8.918 8.578 8.254 7.932 7.597 7.244 6.869 6.469 6.032 5.555 5.026 4.420 3.709 2.813 1.415 0.000 0.000 0.000 0.000
   38 9.704 9.704 9.704 9.704 9.704 9.345 8.920 8.584 8.266 7.943 7.611 7.257 6.882 6.480 6.042 5.563 5.024 4.414 3.684 2.764 1.277 0.000 0.000 0.000 0.000
   39 9.705 9.705 9.705 9.705 9.705 9.339 8.925 8.594 8.276 7.957 7.623 7.272 6.897 6.492 6.051 5.566 5.020 4.399 3.654 2.706 1.096 0.000 0.000 0.000 0.000
   40 9.705 9.705 9.705 9.705 9.705 9.336 8.930 8.602 8.290 7.971 7.637 7.285 6.910 6.505 6.059 5.570 5.014 4.383 3.623 2.639 0.833 0.000 0.000 0.000 0.000
   41 9.706 9.706 9.706 9.706 9.706 9.332 8.934 8.612 8.302 7.983 7.652 7.301 6.923 6.513 6.066 5.571 5.012 4.363 3.588 2.563 0.415 0.000 0.000 0.000 0.000
   42 9.706 9.706 9.706 9.706 9.706 9.328 8.940 8.619 8.310 7.994 7.666 7.315 6.937 6.527 6.078 5.577 5.007 4.351 3.553 2.489 0.000 0.000 0.000 0.000 0.000
   43 9.707 9.707 9.707 9.707 9.707 9.327 8.943 8.628 8.320 8.007 7.678 7.327 6.949 6.536 6.084 5.580 5.004 4.333 3.520 2.415 0.000 0.000 0.000 0.000 0.000
   44 9.707 9.707 9.707 9.707 9.707 9.323 8.946 8.634 8.328 8.018 7.687 7.338 6.961 6.545 6.093 5.582 5.003 4.325 3.493 2.360 0.000 0.000 0.000 0.000 0.000
   45 9.708 9.708 9.708 9.708 9.708 9.320 8.949 8.637 8.334 8.024 7.696 7.349 6.969 6.556 6.098 5.587 5.004 4.320 3.480 2.315 0.000 0.000 0.000 0.000 0.000
   46 9.708 9.708 9.708 9.708 9.708 9.316 8.948 8.642 8.339 8.027 7.703 7.352 6.976 6.561 6.106 5.595 5.006 4.317 3.473 2.297 0.000 0.000 0.000 0.000 0.000
   47 9.708 9.708 9.708 9.708 9.708 9.313 8.948 8.641 8.340 8.030 7.706 7.356 6.979 6.566 6.111 5.600 5.014 4.326 3.478 2.305 0.000 0.000 0.000 0.000 0.000
   48 9.708 9.708 9.708 9.708 9.708 9.308 8.946 8.639 8.338 8.030 7.706 7.357 6.981 6.568 6.113 5.602 5.023 4.342 3.498 2.346 0.000 0.000 0.000 0.000 0.000
   49 9.708 9.708 9.708 9.708 9.708 9.303 8.942 8.637 8.336 8.029 7.703 7.354 6.979 6.571 6.119 5.609 5.036 4.358 3.534 2.409 0.000 0.000 0.000 0.000 0.000
   50 9.708 9.708 9.708 9.708 9.708 9.296 8.938 8.630 8.330 8.022 7.698 7.349 6.976 6.568 6.116 5.618 5.049 4.382 3.576 2.496 0.000 0.000 0.000 0.000 0.000
   51 9.708 9.708 9.708 9.708 9.708 9.289 8.930 8.623 8.322 8.014 7.688 7.343 6.971 6.565 6.122 5.624 5.065 4.416 3.629 2.593 0.402 0.000 0.000 0.000 0.000
   52 9.708 9.708 9.708 9.708 9.708 9.283 8.922 8.614 8.313 8.003 7.679 7.337 6.964 6.562 6.121 5.633 5.080 4.445 3.685 2.701 0.933 0.000 0.000 0.000 0.000
   53 9.708 9.708 9.708 9.708 9.708 9.276 8.914 8.603 8.300 7.990 7.668 7.323 6.956 6.556 6.122 5.639 5.100 4.483 3.746 2.802 1.272 0.000 0.000 0.000 0.000
   54 9.707 9.707 9.707 9.707 9.707 9.270 8.905 8.593 8.289 7.979 7.657 7.315 6.945 6.551 6.122 5.646 5.117 4.511 3.799 2.903 1.527 0.000 0.000 0.000 0.000
   55 9.707 9.707 9.707 9.707 9.707 9.264 8.895 8.583 8.277 7.965 7.643 7.301 6.938 6.547 6.121 5.652 5.132 4.541 3.848 2.988 1.730 0.000 0.000 0.000 0.000
   56 9.707 9.707 9.707 9.707 9.707 9.262 8.888 8.573 8.266 7.954 7.632 7.292 6.927 6.538 6.115 5.655 5.142 4.565 3.891 3.063 1.882 0.000 0.000 0.000 0.000
   57 9.706 9.706 9.706 9.706 9.706 9.261 8.882 8.563 8.255 7.944 7.620 7.280 6.917 6.528 6.111 5.654 5.151 4.581 3.923 3.115 1.993 0.000 0.000 0.000 0.000
   58 9.706 9.706 9.706 9.706 9.706 9.264 8.880 8.558 8.247 7.932 7.608 7.268 6.905 6.522 6.105 5.651 5.152 4.585 3.934 3.143 2.058 0.000 0.000 0.000 0.000
   59 9.705 9.705 9.705 9.705 9.705 9.272 8.878 8.552 8.240 7.924 7.598 7.256 6.896 6.509 6.092 5.641 5.142 4.583 3.932 3.144 2.068 0.000 0.000 0.000 0.000
   60 9.705 9.705 9.705 9.705 9.705 9.286 8.882 8.551 8.235 7.918 7.592 7.247 6.885 6.499 6.079 5.624 5.125 4.558 3.912 3.120 2.036 0.000 0.000 0.000 0.000
   61 9.704 9.704 9.704 9.704 9.704 9.306 8.890 8.554 8.235 7.914 7.584 7.239 6.872 6.483 6.060 5.606 5.097 4.527 3.869 3.061 1.938 0.000 0.000 0.000 0.000
   62 9.704 9.704 9.704 9.704 9.704 9.336 8.902 8.560 8.238 7.915 7.579 7.232 6.860 6.466 6.040 5.573 5.057 4.480 3.803 2.967 1.768 0.000 0.000 0.000 0.000
   63 9.703 9.703 9.703 9.703 9.703 9.374 8.918 8.573 8.245 7.916 7.578 7.226 6.849 6.447 6.015 5.539 5.013 4.414 3.715 2.835 1.496 0.000 0.000 0.000 0.000
   64 9.703 9.703 9.703 9.703 9.703 9.427 8.941 8.587 8.255 7.921 7.581 7.223 6.838 6.430 5.987 5.498 4.952 4.331 3.598 2.653 1.043 0.000 0.000 0.000 0.000
   65 9.703 9.703 9.703 9.703 9.703 9.488 8.966 8.606 8.269 7.932 7.585 7.222 6.832 6.411 5.956 5.452 4.889 4.240 3.457 2.417 0.000 0.000 0.000 0.000 0.000
   66 9.702 9.702 9.702 9.702 9.702 9.604 8.995 8.627 8.286 7.947 7.594 7.222 6.827 6.398 5.929 5.405 4.819 4.131 3.288 2.115 0.000 0.000 0.000 0.000 0.000
   67 9.702 9.702 9.702 9.702 9.702 9.702 9.026 8.650 8.306 7.963 7.604 7.228 6.823 6.385 5.901 5.362 4.743 4.015 3.099 1.725 0.000 0.000 0.000 0.000 0.000
   68 9.702 9.702 9.702 9.702 9.702 9.702 9.054 8.672 8.325 7.978 7.619 7.236 6.823 6.375 5.879 5.318 4.672 3.898 2.895 1.203 0.000 0.000 0.000 0.000 0.000
   69 9.702 9.702 9.702 9.702 9.702 9.702 9.079 8.692 8.342 7.994 7.631 7.245 6.828 6.372 5.861 5.281 4.608 3.791 2.697 0.103 0.000 0.000 0.000 0.000 0.000
   70 9.702 9.702 9.702 9.702 9.702 9.702 9.096 8.706 8.355 8.006 7.641 7.256 6.834 6.369 5.853 5.261 4.561 3.708 2.531 0.000 0.000 0.000 0.000 0.000 0.000
   71 9.702 9.702 9.702 9.702 9.702 9.702 9.106 8.713 8.362 8.013 7.650 7.260 6.838 6.371 5.849 5.247 4.540 3.663 2.440 0.000 0.000 0.000 0.000 0.000 0.000
   72 9.702 9.702 9.702 9.702 9.702 9.702 9.103 8.713 8.363 8.013 7.650 7.262 6.840 6.376 5.851 5.249 4.545 3.671 2.452 0.000 0.000 0.000 0.000 0.000 0.000
   73 9.703 9.703 9.703 9.703 9.703 9.703 9.090 8.703 8.355 8.006 7.645 7.258 6.840 6.379 5.859 5.270 4.577 3.728 2.569 0.000 0.000 0.000 0.000 0.000 0.000
   74 9.703 9.703 9.703 9.703 9.703 9.703 9.068 8.688 8.342 7.997 7.636 7.255 6.838 6.384 5.877 5.303 4.637 3.827 2.763 0.658 0.000 0.000 0.000 0.000 0.000
   75 9.704 9.704 9.704 9.704 9.704 9.704 9.037 8.665 8.322 7.979 7.622 7.246 6.836 6.393 5.900 5.346 4.713 3.960 2.991 1.460 0.000 0.000 0.000 0.000 0.000
   76 9.704 9.704 9.704 9.704 9.704 9.593 9.003 8.639 8.300 7.962 7.612 7.238 6.838 6.406 5.930 5.401 4.801 4.099 3.228 1.991 0.000 0.000 0.000 0.000 0.000
   77 9.705 9.705 9.705 9.705 9.705 9.466 8.968 8.611 8.279 7.944 7.599 7.234 6.844 6.423 5.965 5.461 4.895 4.239 3.452 2.407 0.000 0.000 0.000 0.000 0.000
   78 9.705 9.705 9.705 9.705 9.705 9.395 8.934 8.587 8.257 7.928 7.588 7.230 6.852 6.444 6.004 5.522 4.983 4.373 3.651 2.734 1.269 0.000 0.000 0.000 0.000
   79 9.706 9.706 9.706 9.706 9.706 9.332 8.903 8.564 8.241 7.915 7.582 7.231 6.860 6.469 6.043 5.580 5.064 4.490 3.821 2.997 1.832 0.000 0.000 0.000 0.000
   80 9.707 9.707 9.707 9.707 9.707 9.284 8.877 8.545 8.226 7.909 7.581 7.239 6.876 6.490 6.076 5.628 5.136 4.587 3.955 3.199 2.187 0.000 0.000 0.000 0.000
   81 9.708 9.708 9.708 9.708 9.708 9.248 8.856 8.531 8.219 7.904 7.580 7.242 6.889 6.511 6.109 5.674 5.195 4.667 4.058 3.351 2.427 0.756 0.000 0.000 0.000
   82 9.708 9.708 9.708 9.708 9.708 9.222 8.844 8.524 8.215 7.903 7.583 7.252 6.902 6.530 6.133 5.707 5.238 4.722 4.135 3.448 2.579 1.189 0.000 0.000 0.000
   83 9.709 9.709 9.709 9.709 9.709 9.208 8.837 8.521 8.215 7.905 7.589 7.258 6.911 6.541 6.147 5.724 5.265 4.752 4.177 3.501 2.654 1.362 0.000 0.000 0.000
   84 9.710 9.710 9.710 9.710 9.710 9.203 8.839 8.524 8.220 7.912 7.596 7.267 6.919 6.552 6.159 5.736 5.270 4.761 4.182 3.510 2.663 1.367 0.000 0.000 0.000
   85 9.710 9.710 9.710 9.710 9.710 9.207 8.846 8.533 8.228 7.922 7.604 7.275 6.925 6.555 6.156 5.730 5.261 4.740 4.154 3.466 2.597 1.203 0.000 0.000 0.000
   86 9.711 9.711 9.711 9.711 9.711 9.219 8.859 8.547 8.243 7.935 7.617 7.284 6.929 6.553 6.151 5.712 5.233 4.702 4.097 3.377 2.450 0.769 0.000 0.000 0.000
   87 9.711 9.711 9.711 9.711 9.711 9.240 8.878 8.566 8.260 7.952 7.632 7.292 6.934 6.551 6.137 5.689 5.193 4.637 4.002 3.234 2.209 0.000 0.000 0.000 0.000
   88 9.712 9.712 9.712 9.712 9.712 9.267 8.901 8.589 8.284 7.970 7.648 7.306 6.938 6.547 6.121 5.651 5.135 4.551 3.874 3.030 1.827 0.000 0.000 0.000 0.000
   89 9.712 9.712 9.712 9.712 9.712 9.299 8.928 8.613 8.308 7.994 7.666 7.319 6.946 6.541 6.098 5.612 5.066 4.442 3.705 2.761 1.202 0.000 0.000 0.000 0.000
   90 9.712 9.712 9.712 9.712 9.712 9.334 8.955 8.640 8.334 8.021 7.688 7.335 6.954 6.539 6.081 5.570 4.991 4.320 3.503 2.407 0.000 0.000 0.000 0.000 0.000
   91 9.713 9.713 9.713 9.713 9.713 9.369 8.983 8.668 8.363 8.045 7.713 7.354 6.967 6.538 6.065 5.529 4.917 4.185 3.277 1.944 0.000 0.000 0.000 0.000 0.000
   92 9.713 9.713 9.713 9.713 9.713 9.404 9.006 8.691 8.386 8.068 7.736 7.373 6.978 6.541 6.050 5.493 4.843 4.058 3.040 1.320 0.000 0.000 0.000 0.000 0.000
   93 9.713 9.713 9.713 9.713 9.713 9.432 9.026 8.709 8.404 8.086 7.752 7.387 6.987 6.544 6.042 5.465 4.785 3.950 2.822 0.164 0.000 0.000 0.000 0.000 0.000
   94 9.713 9.713 9.713 9.713 9.713 9.452 9.035 8.717 8.411 8.096 7.759 7.394 6.992 6.546 6.039 5.450 4.753 3.886 2.690 0.000 0.000 0.000 0.000 0.000 0.000
   95 9.713 9.713 9.713 9.713 9.713 9.460 9.037 8.717 8.411 8.094 7.755 7.390 6.988 6.542 6.032 5.446 4.746 3.882 2.686 0.000 0.000 0.000 0.000 0.000 0.000
   96 9.713 9.713 9.713 9.713 9.713 9.452 9.029 8.709 8.400 8.080 7.742 7.377 6.974 6.532 6.027 5.447 4.771 3.936 2.819 0.316 0.000 0.000 0.000 0.000 0.000
   97 9.713 9.713 9.713 9.713 9.713 9.431 9.013 8.689 8.377 8.058 7.719 7.354 6.957 6.519 6.027 5.466 4.819 4.041 3.035 1.379 0.000 0.000 0.000 0.000 0.000
   98 9.713 9.713 9.713 9.713 9.713 9.400 8.988 8.664 8.349 8.028 7.689 7.329 6.936 6.504 6.032 5.499 4.889 4.173 3.283 2.006 0.000 0.000 0.000 0.000 0.000
   99 9.712 9.712 9.712 9.712 9.712 9.364 8.958 8.633 8.317 7.996 7.660 7.302 6.917 6.501 6.046 5.539 4.969 4.313 3.526 2.478 0.000 0.000 0.000 0.000 0.000
  100 9.712 9.712 9.712 9.712 9.712 9.325 8.927 8.599 8.285 7.964 7.632 7.278 6.903 6.501 6.064 5.584 5.049 4.446 3.735 2.847 1.492 0.000 0.000 0.000 0.000
  101 9.712 9.712 9.712 9.712 9.712 9.288 8.895 8.567 8.253 7.936 7.606 7.261 6.893 6.505 6.085 5.628 5.125 4.562 3.915 3.132 2.065 0.000 0.000 0.000 0.000
  102 9.712 9.712 9.712 9.712 9.712 9.256 8.867 8.541 8.227 7.912 7.586 7.248 6.890 6.510 6.104 5.666 5.187 4.656 4.051 3.343 2.424 0.783 0.000 0.000 0.000
  103 9.712 9.712 9.712 9.712 9.712 9.232 8.844 8.519 8.206 7.892 7.570 7.234 6.884 6.514 6.118 5.695 5.236 4.726 4.156 3.488 2.657 1.414 0.000 0.000 0.000
  104 9.711 9.711 9.711 9.711 9.711 9.219 8.830 8.504 8.190 7.878 7.556 7.225 6.880 6.512 6.124 5.711 5.259 4.767 4.215 3.575 2.795 1.690 0.000 0.000 0.000
  105 9.711 9.711 9.711 9.711 9.711 9.217 8.824 8.495 8.180 7.866 7.548 7.217 6.872 6.510 6.125 5.712 5.266 4.778 4.234 3.610 2.847 1.787 0.000 0.000 0.000
  106 9.711 9.711 9.711 9.711 9.711 9.231 8.828 8.495 8.178 7.862 7.540 7.209 6.862 6.497 6.112 5.696 5.247 4.759 4.210 3.583 2.807 1.734 0.000 0.000 0.000
  107 9.710 9.710 9.710 9.710 9.710 9.260 8.842 8.502 8.182 7.863 7.535 7.199 6.849 6.477 6.086 5.663 5.208 4.705 4.146 3.490 2.685 1.495 0.000 0.000 0.000
  108 9.710 9.710 9.710 9.710 9.710 9.307 8.867 8.520 8.194 7.867 7.537 7.190 6.832 6.452 6.046 5.611 5.142 4.618 4.028 3.336 2.455 0.963 0.000 0.000 0.000
  109 9.710 9.710 9.710 9.710 9.710 9.380 8.904 8.547 8.214 7.882 7.540 7.189 6.816 6.422 6.002 5.548 5.049 4.496 3.861 3.101 2.072 0.000 0.000 0.000 0.000
  110 9.709 9.709 9.709 9.709 9.709 9.478 8.953 8.585 8.244 7.903 7.554 7.189 6.804 6.394 5.953 5.471 4.939 4.340 3.636 2.764 1.430 0.000 0.000 0.000 0.000
  111 9.709 9.709 9.709 9.709 9.709 9.709 9.007 8.629 8.280 7.933 7.577 7.200 6.801 6.366 5.899 5.382 4.810 4.146 3.348 2.288 0.000 0.000 0.000 0.000 0.000
  112 9.709 9.709 9.709 9.709 9.709 9.709 9.067 8.678 8.324 7.970 7.605 7.219 6.805 6.351 5.855 5.301 4.668 3.922 2.984 1.538 0.000 0.000 0.000 0.000 0.000
  113 9.709 9.709 9.709 9.709 9.709 9.709 9.123 8.725 8.367 8.013 7.642 7.247 6.818 6.348 5.820 5.221 4.525 3.676 2.525 0.000 0.000 0.000 0.000 0.000 0.000
  114 9.709 9.709 9.709 9.709 9.709 9.709 9.168 8.762 8.406 8.050 7.679 7.277 6.840 6.354 5.802 5.163 4.396 3.429 1.963 0.000 0.000 0.000 0.000 0.000 0.000
  115 9.709 9.709 9.709 9.709 9.709 9.709 9.196 8.789 8.434 8.078 7.709 7.305 6.865 6.368 5.800 5.129 4.311 3.226 1.356 0.000 0.000 0.000 0.000 0.000 0.000
  116 9.709 9.709 9.709 9.709 9.709 9.709 9.201 8.797 8.443 8.091 7.722 7.320 6.878 6.381 5.806 5.129 4.285 3.153 1.007 0.000 0.000 0.000 0.000 0.000 0.000
  117 9.709 9.709 9.709 9.709 9.709 9.709 9.181 8.786 8.436 8.086 7.719 7.322 6.882 6.388 5.819 5.155 4.334 3.245 1.355 0.000 0.000 0.000 0.000 0.000 0.000
  118 9.710 9.710 9.710 9.710 9.710 9.710 9.143 8.759 8.413 8.066 7.701 7.306 6.874 6.393 5.845 5.206 4.442 3.464 1.990 0.000 0.000 0.000 0.000 0.000 0.000
  119 9.710 9.710 9.710 9.710 9.710 9.710 9.093 8.721 8.380 8.035 7.674 7.286 6.866 6.399 5.877 5.282 4.582 3.733 2.578 0.000 0.000 0.000 0.000 0.000 0.000
  120 9.711 9.711 9.711 9.711 9.711 9.638 9.035 8.677 8.341 8.001 7.647 7.268 6.860 6.415 5.922 5.371 4.741 3.999 3.057 1.627 0.000 0.000 0.000 0.000 0.000
  121 9.712 9.712 9.712 9.712 9.712 9.451 8.977 8.630 8.302 7.968 7.621 7.256 6.864 6.440 5.976 5.469 4.893 4.237 3.443 2.398 0.000 0.000 0.000 0.000 0.000
  122 9.712 9.712 9.712 9.712 9.712 9.349 8.925 8.589 8.267 7.941 7.606 7.250 6.875 6.470 6.036 5.560 5.034 4.442 3.750 2.894 1.632 0.000 0.000 0.000 0.000
  123 9.713 9.713 9.713 9.713 9.713 9.272 8.882 8.555 8.241 7.924 7.598 7.253 6.890 6.507 6.093 5.645 5.156 4.611 3.991 3.247 2.269 0.000 0.000 0.000 0.000
  124 9.714 9.714 9.714 9.714 9.714 9.217 8.847 8.529 8.221 7.913 7.591 7.260 6.910 6.540 6.147 5.718 5.252 4.742 4.167 3.500 2.665 1.395 0.000 0.000 0.000
  125 9.714 9.714 9.714 9.714 9.714 9.178 8.822 8.513 8.210 7.908 7.592 7.268 6.927 6.568 6.183 5.776 5.331 4.843 4.298 3.674 2.916 1.873 0.000 0.000 0.000
  126 9.715 9.715 9.715 9.715 9.715 9.152 8.807 8.504 8.204 7.905 7.598 7.278 6.943 6.589 6.213 5.815 5.384 4.910 4.384 3.784 3.068 2.124 0.000 0.000 0.000
  127 9.715 9.715 9.715 9.715 9.715 9.140 8.801 8.500 8.204 7.909 7.603 7.286 6.953 6.605 6.235 5.837 5.409 4.942 4.424 3.832 3.132 2.224 0.290 0.000 0.000
  128 9.715 9.715 9.715 9.715 9.715 9.139 8.804 8.504 8.208 7.913 7.607 7.292 6.960 6.609 6.236 5.838 5.409 4.942 4.417 3.825 3.121 2.203 0.000 0.000 0.000
  129 9.715 9.715 9.715 9.715 9.715 9.149 8.814 8.513 8.218 7.921 7.614 7.294 6.961 6.605 6.229 5.825 5.390 4.909 4.375 3.768 3.034 2.059 0.000 0.000 0.000
  130 9.715 9.715 9.715 9.715 9.715 9.169 8.830 8.528 8.232 7.931 7.619 7.297 6.957 6.593 6.208 5.794 5.342 4.846 4.294 3.655 2.866 1.766 0.000 0.000 0.000
  131 9.715 9.715 9.715 9.715 9.715 9.198 8.854 8.547 8.249 7.945 7.631 7.300 6.950 6.580 6.183 5.751 5.282 4.762 4.172 3.480 2.607 1.227 0.000 0.000 0.000
