Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   75 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.224 9.601 9.095 8.614 8.133 7.633 7.103 6.536 5.906 5.193 4.361 3.309 1.722 0.000 0.000 0.000 0.000
   76 10.984 10.984 10.984 10.984 10.984 10.984 10.984 10.984 10.282 9.641 9.129 8.641 8.155 7.647 7.105 6.519 5.870 5.125 4.243 3.099 1.124 0.000 0.000 0.000 0.000
   77 10.983 10.983 10.983 10.983 10.983 10.983 10.983 10.983 10.351 9.687 9.167 8.677 8.180 7.665 7.111 6.506 5.826 5.042 4.096 2.819 0.000 0.000 0.000 0.000 0.000
   78 10.981 10.981 10.981 10.981 10.981 10.981 10.981 10.981 10.430 9.735 9.212 8.716 8.217 7.688 7.119 6.496 5.782 4.948 3.915 2.433 0.000 0.000 0.000 0.000 0.000
   79 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.511 9.786 9.255 8.759 8.253 7.721 7.137 6.489 5.745 4.854 3.707 1.936 0.000 0.000 0.000 0.000 0.000
   80 10.978 10.978 10.978 10.978 10.978 10.978 10.978 10.978 10.587 9.830 9.298 8.799 8.293 7.750 7.161 6.490 5.713 4.761 3.489 1.104 0.000 0.000 0.000 0.000 0.000
   81 10.976 10.976 10.976 10.976 10.976 10.976 10.976 10.976 10.644 9.858 9.330 8.832 8.325 7.780 7.182 6.502 5.694 4.692 3.283 0.000 0.000 0.000 0.000 0.000 0.000
   82 10.974 10.974 10.974 10.974 10.974 10.974 10.974 10.974 10.659 9.873 9.345 8.849 8.342 7.802 7.204 6.515 5.694 4.649 3.145 0.000 0.000 0.000 0.000 0.000 0.000
   83 10.971 10.971 10.971 10.971 10.971 10.971 10.971 10.971 10.621 9.864 9.344 8.852 8.348 7.811 7.213 6.523 5.699 4.654 3.131 0.000 0.000 0.000 0.000 0.000 0.000
   84 10.969 10.969 10.969 10.969 10.969 10.969 10.969 10.969 10.545 9.837 9.323 8.838 8.336 7.804 7.209 6.529 5.722 4.705 3.262 0.000 0.000 0.000 0.000 0.000 0.000
   85 10.967 10.967 10.967 10.967 10.967 10.967 10.967 10.967 10.450 9.790 9.288 8.805 8.311 7.782 7.195 6.534 5.753 4.794 3.491 0.872 0.000 0.000 0.000 0.000 0.000
   86 10.964 10.964 10.964 10.964 10.964 10.964 10.964 10.964 10.345 9.731 9.239 8.763 8.276 7.753 7.184 6.542 5.801 4.910 3.759 1.928 0.000 0.000 0.000 0.000 0.000
   87 10.962 10.962 10.962 10.962 10.962 10.962 10.962 10.962 10.241 9.665 9.184 8.715 8.233 7.725 7.171 6.557 5.857 5.037 4.019 2.590 0.000 0.000 0.000 0.000 0.000
   88 10.960 10.960 10.960 10.960 10.960 10.960 10.960 10.960 10.139 9.596 9.125 8.665 8.195 7.701 7.168 6.579 5.926 5.166 4.258 3.070 0.810 0.000 0.000 0.000 0.000
   89 10.958 10.958 10.958 10.958 10.958 10.958 10.958 10.958 10.049 9.529 9.070 8.621 8.162 7.681 7.168 6.607 5.991 5.289 4.468 3.440 1.916 0.000 0.000 0.000 0.000
   90 10.957 10.957 10.957 10.957 10.957 10.957 10.957 10.957 9.970 9.470 9.024 8.584 8.137 7.670 7.171 6.642 6.056 5.396 4.640 3.728 2.484 0.000 0.000 0.000 0.000
   91 10.956 10.956 10.956 10.956 10.956 10.956 10.956 10.637 9.906 9.425 8.986 8.556 8.119 7.663 7.185 6.671 6.109 5.488 4.781 3.946 2.858 0.911 0.000 0.000 0.000
   92 10.955 10.955 10.955 10.955 10.955 10.955 10.955 10.522 9.859 9.387 8.958 8.535 8.105 7.663 7.193 6.692 6.153 5.558 4.885 4.097 3.110 1.597 0.000 0.000 0.000
   93 10.955 10.955 10.955 10.955 10.955 10.955 10.955 10.459 9.829 9.365 8.939 8.520 8.095 7.660 7.200 6.711 6.182 5.601 4.951 4.195 3.263 1.919 0.000 0.000 0.000
   94 10.955 10.955 10.955 10.955 10.955 10.955 10.955 10.437 9.815 9.353 8.929 8.514 8.092 7.657 7.203 6.717 6.195 5.621 4.981 4.242 3.335 2.058 0.000 0.000 0.000
   95 10.957 10.957 10.957 10.957 10.957 10.957 10.957 10.448 9.823 9.357 8.931 8.514 8.092 7.658 7.200 6.715 6.192 5.615 4.976 4.232 3.326 2.039 0.000 0.000 0.000
   96 10.959 10.959 10.959 10.959 10.959 10.959 10.959 10.503 9.845 9.374 8.943 8.522 8.095 7.655 7.191 6.697 6.167 5.583 4.929 4.169 3.229 1.862 0.000 0.000 0.000
   97 10.961 10.961 10.961 10.961 10.961 10.961 10.961 10.616 9.890 9.407 8.966 8.536 8.101 7.650 7.178 6.673 6.124 5.522 4.841 4.045 3.042 1.498 0.000 0.000 0.000
   98 10.964 10.964 10.964 10.964 10.964 10.964 10.964 10.964 9.959 9.454 9.003 8.561 8.114 7.652 7.162 6.639 6.067 5.433 4.710 3.851 2.729 0.372 0.000 0.000 0.000
   99 10.967 10.967 10.967 10.967 10.967 10.967 10.967 10.967 10.052 9.521 9.054 8.601 8.136 7.656 7.145 6.594 5.988 5.310 4.527 3.567 2.268 0.000 0.000 0.000 0.000
  100 10.971 10.971 10.971 10.971 10.971 10.971 10.971 10.971 10.172 9.603 9.120 8.648 8.171 7.669 7.135 6.550 5.903 5.162 4.292 3.176 1.371 0.000 0.000 0.000 0.000
  101 10.975 10.975 10.975 10.975 10.975 10.975 10.975 10.975 10.326 9.702 9.196 8.713 8.219 7.698 7.135 6.511 5.805 4.988 3.986 2.649 0.000 0.000 0.000 0.000 0.000
  102 10.978 10.978 10.978 10.978 10.978 10.978 10.978 10.978 10.520 9.806 9.281 8.785 8.278 7.738 7.144 6.479 5.712 4.792 3.600 1.712 0.000 0.000 0.000 0.000 0.000
  103 10.982 10.982 10.982 10.982 10.982 10.982 10.982 10.982 10.846 9.912 9.367 8.857 8.341 7.784 7.169 6.464 5.630 4.581 3.123 0.000 0.000 0.000 0.000 0.000 0.000
  104 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.005 9.436 8.919 8.395 7.828 7.195 6.459 5.564 4.387 2.541 0.000 0.000 0.000 0.000 0.000 0.000
  105 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.069 9.484 8.961 8.429 7.857 7.212 6.457 5.522 4.251 1.979 0.000 0.000 0.000 0.000 0.000 0.000
  106 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.096 9.499 8.968 8.430 7.854 7.204 6.445 5.497 4.208 1.866 0.000 0.000 0.000 0.000 0.000 0.000
  107 10.992 10.992 10.992 10.992 10.992 10.992 10.992 10.992 10.992 10.077 9.478 8.941 8.399 7.822 7.171 6.419 5.501 4.284 2.328 0.000 0.000 0.000 0.000 0.000 0.000
  108 10.994 10.994 10.994 10.994 10.994 10.994 10.994 10.994 10.994 10.015 9.421 8.884 8.343 7.765 7.130 6.396 5.532 4.448 2.902 0.000 0.000 0.000 0.000 0.000 0.000
  109 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.995 9.921 9.339 8.807 8.270 7.706 7.088 6.395 5.598 4.642 3.405 1.242 0.000 0.000 0.000 0.000 0.000
  110 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.666 9.812 9.249 8.728 8.204 7.653 7.061 6.416 5.686 4.844 3.811 2.362 0.000 0.000 0.000 0.000 0.000
  111 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.427 9.704 9.160 8.652 8.145 7.619 7.056 6.452 5.785 5.029 4.137 2.988 0.967 0.000 0.000 0.000 0.000
  112 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.995 10.257 9.607 9.085 8.593 8.101 7.599 7.065 6.495 5.879 5.188 4.393 3.418 2.038 0.000 0.000 0.000 0.000
  113 10.994 10.994 10.994 10.994 10.994 10.994 10.994 10.994 10.133 9.528 9.026 8.550 8.076 7.590 7.083 6.541 5.958 5.317 4.587 3.723 2.589 0.000 0.000 0.000 0.000
  114 10.993 10.993 10.993 10.993 10.993 10.993 10.993 10.993 10.042 9.471 8.982 8.522 8.060 7.587 7.101 6.581 6.021 5.412 4.727 3.927 2.924 1.299 0.000 0.000 0.000
  115 10.991 10.991 10.991 10.991 10.991 10.991 10.991 10.991 9.983 9.432 8.957 8.502 8.052 7.591 7.112 6.611 6.069 5.477 4.819 4.059 3.119 1.739 0.000 0.000 0.000
  116 10.990 10.990 10.990 10.990 10.990 10.990 10.990 10.990 9.951 9.413 8.944 8.498 8.048 7.595 7.122 6.624 6.092 5.511 4.860 4.121 3.206 1.906 0.000 0.000 0.000
  117 10.988 10.988 10.988 10.988 10.988 10.988 10.988 10.988 9.949 9.413 8.946 8.499 8.052 7.599 7.127 6.625 6.093 5.512 4.862 4.114 3.195 1.878 0.000 0.000 0.000
  118 10.987 10.987 10.987 10.987 10.987 10.987 10.987 10.987 9.972 9.432 8.963 8.512 8.063 7.601 7.123 6.615 6.070 5.478 4.812 4.041 3.084 1.655 0.000 0.000 0.000
  119 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.985 10.018 9.467 8.990 8.534 8.075 7.605 7.115 6.592 6.033 5.413 4.721 3.901 2.860 1.145 0.000 0.000 0.000
  120 10.983 10.983 10.983 10.983 10.983 10.983 10.983 10.983 10.089 9.522 9.036 8.567 8.101 7.617 7.107 6.565 5.976 5.320 4.575 3.683 2.494 0.000 0.000 0.000 0.000
  121 10.982 10.982 10.982 10.982 10.982 10.982 10.982 10.982 10.179 9.588 9.090 8.614 8.132 7.633 7.105 6.532 5.906 5.200 4.382 3.374 1.935 0.000 0.000 0.000 0.000
  122 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.980 10.287 9.664 9.158 8.675 8.183 7.665 7.111 6.507 5.834 5.063 4.140 2.948 0.571 0.000 0.000 0.000 0.000
  123 10.977 10.977 10.977 10.977 10.977 10.977 10.977 10.977 10.403 9.744 9.232 8.742 8.238 7.706 7.129 6.486 5.759 4.907 3.848 2.371 0.000 0.000 0.000 0.000 0.000
  124 10.975 10.975 10.975 10.975 10.975 10.975 10.975 10.975 10.519 9.819 9.299 8.807 8.303 7.757 7.162 6.488 5.701 4.752 3.495 1.321 0.000 0.000 0.000 0.000 0.000
  125 10.973 10.973 10.973 10.973 10.973 10.973 10.973 10.973 10.619 9.873 9.355 8.865 8.356 7.813 7.206 6.508 5.670 4.614 3.111 0.000 0.000 0.000 0.000 0.000 0.000
  126 10.970 10.970 10.970 10.970 10.970 10.970 10.970 10.970 10.679 9.906 9.388 8.903 8.399 7.854 7.241 6.530 5.658 4.524 2.758 0.000 0.000 0.000 0.000 0.000 0.000
  127 10.968 10.968 10.968 10.968 10.968 10.968 10.968 10.968 10.670 9.908 9.398 8.913 8.414 7.871 7.261 6.547 5.669 4.502 2.606 0.000 0.000 0.000 0.000 0.000 0.000
  128 10.966 10.966 10.966 10.966 10.966 10.966 10.966 10.966 10.599 9.885 9.379 8.899 8.400 7.862 7.256 6.551 5.689 4.555 2.785 0.000 0.000 0.000 0.000 0.000 0.000
  129 10.964 10.964 10.964 10.964 10.964 10.964 10.964 10.964 10.496 9.836 9.339 8.860 8.366 7.829 7.234 6.544 5.717 4.668 3.153 0.000 0.000 0.000 0.000 0.000 0.000
  130 10.962 10.962 10.962 10.962 10.962 10.962 10.962 10.962 10.386 9.770 9.281 8.807 8.315 7.789 7.206 6.541 5.761 4.808 3.540 1.216 0.000 0.000 0.000 0.000 0.000
  131 10.961 10.961 10.961 10.961 10.961 10.961 10.961 10.961 10.274 9.696 9.215 8.745 8.264 7.745 7.180 6.547 5.823 4.964 3.881 2.295 0.000 0.000 0.000 0.000 0.000
