Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   10 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 10.577 9.092 7.407 1.206 0.000 0.000 0.000 0.000 0.000 0.000
   11 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 10.533 9.074 7.444 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   12 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 10.540 9.078 7.441 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   13 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 10.600 9.101 7.406 1.316 0.000 0.000 0.000 0.000 0.000 0.000
   14 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 10.719 9.146 7.325 1.676 0.000 0.000 0.000 0.000 0.000 0.000
   15 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 13.038 10.905 9.229 7.185 1.781 0.000 0.000 0.000 0.000 0.000 0.000
   16 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 13.043 11.177 9.354 6.877 1.722 0.000 0.000 0.000 0.000 0.000 0.000
   17 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 13.050 11.561 9.539 4.498 1.507 0.000 0.000 0.000 0.000 0.000 0.000
   18 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 12.102 9.786 4.104 1.069 0.000 0.000 0.000 0.000 0.000 0.000
   19 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 10.078 3.784 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   20 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 10.374 3.453 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   21 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 10.621 4.245 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   22 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 13.084 10.772 4.666 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   23 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 10.798 4.696 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   24 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 10.696 4.368 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   25 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 10.491 3.564 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   26 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 10.240 3.937 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   27 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 9.989 4.332 0.658 0.000 0.000 0.000 0.000 0.000 0.000
   28 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 12.272 9.781 5.760 1.175 0.000 0.000 0.000 0.000 0.000 0.000
   29 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 13.112 11.793 9.619 7.181 1.367 0.000 0.000 0.000 0.000 0.000 0.000
   30 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 11.490 9.505 7.345 1.375 0.000 0.000 0.000 0.000 0.000 0.000
   31 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 13.109 11.292 9.426 7.442 1.166 0.000 0.000 0.000 0.000 0.000 0.000
   32 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 11.158 9.376 7.499 0.432 0.000 0.000 0.000 0.000 0.000 0.000
   33 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 11.084 9.349 7.522 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   34 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 11.055 9.337 7.531 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   35 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 13.089 11.064 9.342 7.515 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   36 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 11.108 9.366 7.478 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   37 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 11.188 9.406 7.429 0.720 0.000 0.000 0.000 0.000 0.000 0.000
   38 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 11.299 9.457 7.371 0.795 0.000 0.000 0.000 0.000 0.000 0.000
   39 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 11.445 9.533 7.300 0.646 0.000 0.000 0.000 0.000 0.000 0.000
   40 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 11.608 9.626 5.915 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   41 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 11.801 9.727 4.952 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   42 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 13.034 12.012 9.839 4.542 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   43 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 12.209 9.944 4.505 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   44 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 12.453 10.034 4.594 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   45 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 12.723 10.102 4.682 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   46 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 10.143 4.731 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   47 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 10.143 4.730 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   48 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 12.696 10.111 4.660 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   49 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 13.010 12.442 10.043 4.511 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   50 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 13.012 12.177 9.942 4.289 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   51 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 13.014 11.924 9.824 3.932 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   52 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 11.685 9.694 3.785 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   53 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 11.462 9.564 4.702 0.596 0.000 0.000 0.000 0.000 0.000 0.000
   54 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 11.265 9.452 6.214 1.018 0.000 0.000 0.000 0.000 0.000 0.000
   55 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 11.097 9.358 7.236 1.206 0.000 0.000 0.000 0.000 0.000 0.000
   56 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 10.960 9.287 7.330 1.253 0.000 0.000 0.000 0.000 0.000 0.000
   57 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 10.860 9.238 7.399 1.147 0.000 0.000 0.000 0.000 0.000 0.000
   58 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 10.790 9.208 7.452 0.736 0.000 0.000 0.000 0.000 0.000 0.000
   59 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 13.060 10.765 9.193 7.480 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   60 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 10.771 9.196 7.483 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   61 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 13.074 10.824 9.212 7.460 0.982 0.000 0.000 0.000 0.000 0.000 0.000
   62 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 10.921 9.249 7.404 1.591 0.000 0.000 0.000 0.000 0.000 0.000
   63 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 11.085 9.309 7.295 1.839 0.000 0.000 0.000 0.000 0.000 0.000
   64 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 11.336 9.404 7.087 1.900 0.000 0.000 0.000 0.000 0.000 0.000
   65 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 11.709 9.551 6.253 1.825 0.000 0.000 0.000 0.000 0.000 0.000
   66 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 12.331 9.764 4.623 1.610 0.000 0.000 0.000 0.000 0.000 0.000
   67 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 10.058 4.218 1.191 0.000 0.000 0.000 0.000 0.000 0.000
   68 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 10.417 3.877 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   69 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 10.793 3.515 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   70 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 11.119 3.963 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   71 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 13.106 11.307 4.543 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   72 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 11.292 4.378 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   73 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 11.072 3.289 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   74 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 10.693 3.711 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   75 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 10.238 4.080 1.337 0.000 0.000 0.000 0.000 0.000 0.000
   76 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 13.094 9.808 4.450 1.932 0.000 0.000 0.000 0.000 0.000 0.000
   77 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 11.774 9.473 4.916 2.308 0.000 0.000 0.000 0.000 0.000 0.000
   78 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 11.215 9.248 6.065 2.555 0.000 0.000 0.000 0.000 0.000 0.000
   79 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 10.850 9.107 6.927 2.735 0.000 0.000 0.000 0.000 0.000 0.000
   80 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 13.075 10.606 9.024 7.200 2.855 0.000 0.000 0.000 0.000 0.000 0.000
   81 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 10.446 8.971 7.340 2.971 0.000 0.000 0.000 0.000 0.000 0.000
   82 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 12.319 10.347 8.938 7.401 4.641 0.000 0.000 0.000 0.000 0.000 0.000
   83 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 12.153 10.300 8.915 7.407 4.920 0.000 0.000 0.000 0.000 0.000 0.000
   84 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 12.174 10.300 8.901 7.353 3.265 0.000 0.000 0.000 0.000 0.000 0.000
   85 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 12.410 10.351 8.896 7.226 3.082 0.000 0.000 0.000 0.000 0.000 0.000
   86 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 10.462 8.903 6.956 3.006 0.000 0.000 0.000 0.000 0.000 0.000
   87 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 10.654 8.937 6.192 2.904 0.000 0.000 0.000 0.000 0.000 0.000
   88 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 10.972 9.028 4.994 2.756 0.000 0.000 0.000 0.000 0.000 0.000
   89 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 11.477 9.228 4.522 2.538 0.000 0.000 0.000 0.000 0.000 0.000
   90 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 12.373 9.613 4.188 2.221 0.000 0.000 0.000 0.000 0.000 0.000
   91 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 10.184 3.862 1.726 0.000 0.000 0.000 0.000 0.000 0.000
   92 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 9.783 3.492 0.713 0.000 0.000 0.000 0.000 0.000 0.000
   93 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 9.763 3.014 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   94 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 9.877 4.141 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   95 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 9.849 3.714 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   96 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 9.662 3.343 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   97 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 9.597 3.800 1.626 0.000 0.000 0.000 0.000 0.000 0.000
   98 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 9.833 4.180 2.300 0.000 0.000 0.000 0.000 0.000 0.000
   99 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 11.965 9.166 4.552 2.738 0.000 0.000 0.000 0.000 0.000 0.000
  100 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 13.054 11.135 8.858 4.995 3.066 0.000 0.000 0.000 0.000 0.000 0.000
  101 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 10.648 8.760 5.748 3.344 0.427 0.000 0.000 0.000 0.000 0.000
  102 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 10.362 8.742 6.677 3.629 0.575 0.000 0.000 0.000 0.000 0.000
  103 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 12.092 10.196 8.747 7.098 4.090 0.000 0.000 0.000 0.000 0.000 0.000
  104 13.083 13.083 13.083 13.083 13.083 13.083 13.083 13.083 13.083 13.083 13.083 13.083 13.083 13.083 11.783 10.107 8.758 7.296 5.039 0.000 0.000 0.000 0.000 0.000 0.000
  105 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 11.672 10.070 8.768 7.381 5.491 0.000 0.000 0.000 0.000 0.000 0.000
  106 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 11.707 10.083 8.772 7.381 5.483 0.000 0.000 0.000 0.000 0.000 0.000
  107 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 11.874 10.144 8.769 7.289 5.048 0.000 0.000 0.000 0.000 0.000 0.000
  108 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 12.402 10.269 8.763 7.068 4.272 0.847 0.000 0.000 0.000 0.000 0.000
  109 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 13.111 10.495 8.749 6.606 3.847 1.187 0.000 0.000 0.000 0.000 0.000
  110 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 13.114 10.910 8.754 5.795 3.570 1.109 0.000 0.000 0.000 0.000 0.000
  111 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 11.725 8.806 5.174 3.290 0.571 0.000 0.000 0.000 0.000 0.000
  112 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 13.116 9.160 4.760 2.950 0.000 0.000 0.000 0.000 0.000 0.000
  113 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 13.115 9.641 4.400 2.475 0.000 0.000 0.000 0.000 0.000 0.000
  114 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 13.113 10.440 3.995 1.692 0.000 0.000 0.000 0.000 0.000 0.000
  115 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 13.110 11.065 3.452 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  116 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 10.973 4.782 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  117 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 10.994 3.690 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  118 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 10.639 3.779 1.231 0.000 0.000 0.000 0.000 0.000 0.000
  119 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 9.371 4.183 2.212 0.000 0.000 0.000 0.000 0.000 0.000
  120 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 9.460 4.518 2.737 0.000 0.000 0.000 0.000 0.000 0.000
  121 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 11.873 8.806 4.854 3.086 0.000 0.000 0.000 0.000 0.000 0.000
  122 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 10.929 8.693 5.307 3.348 0.910 0.000 0.000 0.000 0.000 0.000
  123 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 10.460 8.676 6.112 3.573 1.105 0.000 0.000 0.000 0.000 0.000
  124 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 12.199 10.197 8.685 6.832 3.819 0.934 0.000 0.000 0.000 0.000 0.000
  125 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 11.688 10.052 8.697 7.159 4.314 0.000 0.000 0.000 0.000 0.000 0.000
  126 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 11.463 9.976 8.704 7.313 5.220 0.000 0.000 0.000 0.000 0.000 0.000
  127 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 11.379 9.948 8.706 7.366 5.502 0.000 0.000 0.000 0.000 0.000 0.000
  128 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 11.406 9.959 8.704 7.342 5.356 0.000 0.000 0.000 0.000 0.000 0.000
  129 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 11.552 10.009 8.701 7.231 4.448 0.000 0.000 0.000 0.000 0.000 0.000
  130 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 11.835 10.120 8.701 6.998 3.681 0.000 0.000 0.000 0.000 0.000 0.000
  131 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 12.600 10.308 8.714 6.479 3.399 0.000 0.000 0.000 0.000 0.000 0.000
