Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   87 11.077 11.077 11.077 11.077 11.077 11.077 11.077 11.077 10.566 9.879 9.365 8.877 8.381 7.862 7.294 6.667 5.954 5.112 4.064 2.583 0.000 0.000 0.000 0.000 0.000
   88 11.075 11.075 11.075 11.075 11.075 11.075 11.075 11.075 10.426 9.799 9.299 8.821 8.340 7.829 7.284 6.682 6.016 5.242 4.308 3.083 0.614 0.000 0.000 0.000 0.000
   89 11.073 11.073 11.073 11.073 11.073 11.073 11.073 11.073 10.307 9.724 9.239 8.772 8.300 7.806 7.281 6.708 6.078 5.362 4.518 3.466 1.870 0.000 0.000 0.000 0.000
   90 11.071 11.071 11.071 11.071 11.071 11.071 11.071 11.071 10.210 9.660 9.184 8.731 8.269 7.791 7.284 6.739 6.140 5.469 4.694 3.758 2.472 0.000 0.000 0.000 0.000
   91 11.070 11.070 11.070 11.070 11.070 11.070 11.070 11.070 10.134 9.605 9.144 8.695 8.248 7.781 7.291 6.765 6.193 5.558 4.836 3.976 2.858 0.732 0.000 0.000 0.000
   92 11.069 11.069 11.069 11.069 11.069 11.069 11.069 11.069 10.076 9.564 9.111 8.673 8.231 7.775 7.300 6.789 6.237 5.627 4.943 4.131 3.115 1.521 0.000 0.000 0.000
   93 11.069 11.069 11.069 11.069 11.069 11.069 11.069 10.946 10.041 9.538 9.091 8.658 8.221 7.773 7.303 6.805 6.266 5.675 5.009 4.233 3.276 1.865 0.000 0.000 0.000
   94 11.070 11.070 11.070 11.070 11.070 11.070 11.070 10.867 10.025 9.527 9.083 8.650 8.218 7.773 7.306 6.811 6.279 5.694 5.040 4.284 3.349 2.013 0.000 0.000 0.000
   95 11.071 11.071 11.071 11.071 11.071 11.071 11.071 10.905 10.031 9.530 9.083 8.650 8.216 7.770 7.304 6.809 6.273 5.688 5.030 4.275 3.339 1.995 0.000 0.000 0.000
   96 11.073 11.073 11.073 11.073 11.073 11.073 11.073 11.073 10.061 9.551 9.098 8.661 8.221 7.768 7.295 6.791 6.252 5.657 4.987 4.208 3.242 1.809 0.000 0.000 0.000
   97 11.076 11.076 11.076 11.076 11.076 11.076 11.076 11.076 10.116 9.587 9.124 8.677 8.230 7.772 7.285 6.768 6.209 5.592 4.900 4.080 3.047 1.423 0.000 0.000 0.000
   98 11.079 11.079 11.079 11.079 11.079 11.079 11.079 11.079 10.198 9.643 9.166 8.708 8.247 7.771 7.270 6.734 6.152 5.503 4.765 3.886 2.722 0.000 0.000 0.000 0.000
   99 11.083 11.083 11.083 11.083 11.083 11.083 11.083 11.083 10.314 9.717 9.223 8.749 8.275 7.781 7.259 6.695 6.079 5.384 4.582 3.598 2.253 0.000 0.000 0.000 0.000
  100 11.086 11.086 11.086 11.086 11.086 11.086 11.086 11.086 10.476 9.814 9.295 8.808 8.314 7.804 7.253 6.658 5.991 5.239 4.343 3.198 1.309 0.000 0.000 0.000 0.000
  101 11.090 11.090 11.090 11.090 11.090 11.090 11.090 11.090 10.711 9.925 9.385 8.879 8.368 7.833 7.256 6.620 5.903 5.061 4.036 2.656 0.000 0.000 0.000 0.000 0.000
  102 11.094 11.094 11.094 11.094 11.094 11.094 11.094 11.094 11.094 10.048 9.479 8.958 8.437 7.881 7.274 6.594 5.813 4.868 3.646 1.677 0.000 0.000 0.000 0.000 0.000
  103 11.098 11.098 11.098 11.098 11.098 11.098 11.098 11.098 11.098 10.176 9.574 9.042 8.506 7.936 7.306 6.588 5.734 4.660 3.157 0.000 0.000 0.000 0.000 0.000 0.000
  104 11.101 11.101 11.101 11.101 11.101 11.101 11.101 11.101 11.101 10.293 9.655 9.111 8.565 7.987 7.339 6.593 5.678 4.472 2.546 0.000 0.000 0.000 0.000 0.000 0.000
  105 11.104 11.104 11.104 11.104 11.104 11.104 11.104 11.104 11.104 10.381 9.711 9.154 8.605 8.019 7.366 6.595 5.646 4.336 1.937 0.000 0.000 0.000 0.000 0.000 0.000
  106 11.107 11.107 11.107 11.107 11.107 11.107 11.107 11.107 11.107 10.417 9.726 9.164 8.608 8.020 7.360 6.586 5.621 4.297 1.825 0.000 0.000 0.000 0.000 0.000 0.000
  107 11.109 11.109 11.109 11.109 11.109 11.109 11.109 11.109 11.109 10.394 9.703 9.137 8.578 7.984 7.322 6.557 5.619 4.370 2.334 0.000 0.000 0.000 0.000 0.000 0.000
  108 11.111 11.111 11.111 11.111 11.111 11.111 11.111 11.111 11.111 10.316 9.643 9.075 8.516 7.922 7.272 6.526 5.645 4.531 2.941 0.000 0.000 0.000 0.000 0.000 0.000
  109 11.112 11.112 11.112 11.112 11.112 11.112 11.112 11.112 11.112 10.199 9.555 8.993 8.437 7.856 7.224 6.515 5.705 4.728 3.456 1.221 0.000 0.000 0.000 0.000 0.000
  110 11.113 11.113 11.113 11.113 11.113 11.113 11.113 11.113 11.113 10.068 9.454 8.906 8.362 7.798 7.194 6.533 5.786 4.927 3.867 2.386 0.000 0.000 0.000 0.000 0.000
  111 11.113 11.113 11.113 11.113 11.113 11.113 11.113 11.113 11.008 9.941 9.354 8.824 8.297 7.755 7.183 6.566 5.883 5.109 4.198 3.026 0.949 0.000 0.000 0.000 0.000
  112 11.113 11.113 11.113 11.113 11.113 11.113 11.113 11.113 10.618 9.827 9.270 8.756 8.250 7.729 7.186 6.607 5.971 5.268 4.455 3.463 2.045 0.000 0.000 0.000 0.000
  113 11.112 11.112 11.112 11.112 11.112 11.112 11.112 11.112 10.435 9.738 9.203 8.707 8.216 7.719 7.197 6.649 6.053 5.394 4.653 3.769 2.605 0.000 0.000 0.000 0.000
  114 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 10.315 9.672 9.154 8.673 8.197 7.713 7.212 6.683 6.117 5.493 4.793 3.978 2.949 1.261 0.000 0.000 0.000
  115 11.109 11.109 11.109 11.109 11.109 11.109 11.109 11.109 10.240 9.626 9.124 8.653 8.188 7.716 7.227 6.710 6.157 5.558 4.885 4.110 3.148 1.720 0.000 0.000 0.000
  116 11.107 11.107 11.107 11.107 11.107 11.107 11.107 11.107 10.202 9.604 9.110 8.643 8.184 7.717 7.233 6.726 6.183 5.588 4.926 4.171 3.235 1.891 0.000 0.000 0.000
  117 11.106 11.106 11.106 11.106 11.106 11.106 11.106 11.106 10.198 9.603 9.109 8.645 8.188 7.721 7.237 6.727 6.181 5.589 4.924 4.164 3.224 1.858 0.000 0.000 0.000
  118 11.104 11.104 11.104 11.104 11.104 11.104 11.104 11.104 10.224 9.624 9.129 8.660 8.195 7.723 7.233 6.716 6.164 5.555 4.878 4.086 3.104 1.621 0.000 0.000 0.000
  119 11.102 11.102 11.102 11.102 11.102 11.102 11.102 11.102 10.282 9.664 9.161 8.683 8.213 7.733 7.229 6.693 6.120 5.493 4.782 3.943 2.880 1.076 0.000 0.000 0.000
  120 11.100 11.100 11.100 11.100 11.100 11.100 11.100 11.100 10.370 9.724 9.208 8.721 8.239 7.742 7.223 6.666 6.066 5.396 4.636 3.724 2.501 0.000 0.000 0.000 0.000
  121 11.098 11.098 11.098 11.098 11.098 11.098 11.098 11.098 10.489 9.798 9.269 8.775 8.276 7.763 7.221 6.638 5.998 5.278 4.443 3.407 1.925 0.000 0.000 0.000 0.000
  122 11.096 11.096 11.096 11.096 11.096 11.096 11.096 11.096 10.648 9.887 9.344 8.839 8.330 7.798 7.229 6.612 5.926 5.134 4.196 2.971 0.385 0.000 0.000 0.000 0.000
  123 11.093 11.093 11.093 11.093 11.093 11.093 11.093 11.093 10.878 9.977 9.422 8.910 8.393 7.848 7.256 6.601 5.857 4.980 3.894 2.369 0.000 0.000 0.000 0.000 0.000
  124 11.091 11.091 11.091 11.091 11.091 11.091 11.091 11.091 11.091 10.059 9.496 8.982 8.461 7.904 7.295 6.605 5.805 4.824 3.537 1.241 0.000 0.000 0.000 0.000 0.000
  125 11.088 11.088 11.088 11.088 11.088 11.088 11.088 11.088 11.088 10.123 9.556 9.041 8.520 7.963 7.342 6.631 5.777 4.692 3.132 0.000 0.000 0.000 0.000 0.000 0.000
  126 11.085 11.085 11.085 11.085 11.085 11.085 11.085 11.085 11.085 10.159 9.592 9.082 8.563 8.004 7.383 6.659 5.771 4.604 2.754 0.000 0.000 0.000 0.000 0.000 0.000
  127 11.083 11.083 11.083 11.083 11.083 11.083 11.083 11.083 11.083 10.162 9.599 9.092 8.578 8.024 7.403 6.676 5.781 4.581 2.591 0.000 0.000 0.000 0.000 0.000 0.000
  128 11.080 11.080 11.080 11.080 11.080 11.080 11.080 11.080 11.080 10.133 9.578 9.075 8.563 8.012 7.397 6.679 5.798 4.634 2.781 0.000 0.000 0.000 0.000 0.000 0.000
  129 11.078 11.078 11.078 11.078 11.078 11.078 11.078 11.078 11.078 10.074 9.534 9.033 8.524 7.978 7.368 6.666 5.826 4.745 3.169 0.000 0.000 0.000 0.000 0.000 0.000
  130 11.077 11.077 11.077 11.077 11.077 11.077 11.077 11.077 10.815 9.998 9.470 8.976 8.469 7.929 7.337 6.657 5.863 4.886 3.572 1.087 0.000 0.000 0.000 0.000 0.000
  131 11.075 11.075 11.075 11.075 11.075 11.075 11.075 11.075 10.614 9.914 9.398 8.910 8.411 7.879 7.305 6.656 5.919 5.035 3.922 2.276 0.000 0.000 0.000 0.000 0.000
