Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   20 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 12.909 10.980 9.676 8.441 6.999 4.551 0.000 0.000 0.000 0.000 0.000 0.000
   21 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 10.932 9.650 8.438 7.043 4.886 0.000 0.000 0.000 0.000 0.000 0.000
   22 12.922 12.922 12.922 12.922 12.922 12.922 12.922 12.922 12.922 12.922 12.922 12.922 12.922 12.922 10.930 9.651 8.443 7.062 5.004 0.000 0.000 0.000 0.000 0.000 0.000
   23 12.929 12.929 12.929 12.929 12.929 12.929 12.929 12.929 12.929 12.929 12.929 12.929 12.929 12.929 10.974 9.673 8.451 7.064 4.983 0.000 0.000 0.000 0.000 0.000 0.000
   24 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 11.064 9.716 8.471 7.041 4.815 0.000 0.000 0.000 0.000 0.000 0.000
   25 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 11.205 9.792 8.500 7.005 4.435 0.000 0.000 0.000 0.000 0.000 0.000
   26 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 11.406 9.891 8.545 6.950 3.777 0.000 0.000 0.000 0.000 0.000 0.000
   27 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 11.670 10.015 8.606 6.889 3.118 0.000 0.000 0.000 0.000 0.000 0.000
   28 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.036 10.168 8.688 6.831 2.518 0.000 0.000 0.000 0.000 0.000 0.000
   29 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.674 10.331 8.791 6.802 1.868 0.000 0.000 0.000 0.000 0.000 0.000
   30 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 10.494 8.908 6.825 0.904 0.000 0.000 0.000 0.000 0.000 0.000
   31 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 12.947 10.630 9.020 6.922 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   32 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 10.721 9.101 7.040 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   33 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 10.753 9.140 7.129 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   34 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 10.722 9.125 7.143 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   35 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 12.927 10.637 9.071 7.095 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   36 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 12.920 10.518 8.988 7.013 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   37 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.565 10.373 8.887 6.940 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   38 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.028 10.225 8.786 6.903 1.013 0.000 0.000 0.000 0.000 0.000 0.000
   39 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 11.700 10.089 8.696 6.893 1.698 0.000 0.000 0.000 0.000 0.000 0.000
   40 12.889 12.889 12.889 12.889 12.889 12.889 12.889 12.889 12.889 12.889 12.889 12.889 12.889 12.889 11.451 9.967 8.617 6.914 2.158 0.000 0.000 0.000 0.000 0.000 0.000
   41 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 11.251 9.857 8.558 6.941 2.551 0.000 0.000 0.000 0.000 0.000 0.000
   42 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 11.091 9.769 8.510 6.971 2.924 0.000 0.000 0.000 0.000 0.000 0.000
   43 12.868 12.868 12.868 12.868 12.868 12.868 12.868 12.868 12.868 12.868 12.868 12.868 12.868 12.868 10.965 9.698 8.476 7.002 3.561 0.000 0.000 0.000 0.000 0.000 0.000
   44 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 10.871 9.644 8.453 7.025 4.315 0.000 0.000 0.000 0.000 0.000 0.000
   45 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 10.805 9.604 8.432 7.044 4.649 0.000 0.000 0.000 0.000 0.000 0.000
   46 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 10.762 9.583 8.421 7.055 4.793 0.000 0.000 0.000 0.000 0.000 0.000
   47 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 10.744 9.571 8.416 7.057 4.822 0.000 0.000 0.000 0.000 0.000 0.000
   48 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 10.751 9.575 8.416 7.050 4.754 0.000 0.000 0.000 0.000 0.000 0.000
   49 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 12.851 10.783 9.591 8.423 7.031 4.536 0.000 0.000 0.000 0.000 0.000 0.000
   50 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 12.852 10.840 9.626 8.438 7.007 3.993 0.000 0.000 0.000 0.000 0.000 0.000
   51 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 12.855 10.923 9.674 8.459 6.971 3.247 0.000 0.000 0.000 0.000 0.000 0.000
   52 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 12.858 11.040 9.745 8.496 6.933 2.793 0.000 0.000 0.000 0.000 0.000 0.000
   53 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 12.862 11.194 9.833 8.544 6.891 2.423 0.000 0.000 0.000 0.000 0.000 0.000
   54 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 11.390 9.946 8.610 6.853 2.028 0.000 0.000 0.000 0.000 0.000 0.000
   55 12.873 12.873 12.873 12.873 12.873 12.873 12.873 12.873 12.873 12.873 12.873 12.873 12.873 12.873 11.634 10.078 8.695 6.834 1.517 0.000 0.000 0.000 0.000 0.000 0.000
   56 12.879 12.879 12.879 12.879 12.879 12.879 12.879 12.879 12.879 12.879 12.879 12.879 12.879 12.879 11.944 10.222 8.799 6.854 0.591 0.000 0.000 0.000 0.000 0.000 0.000
   57 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.391 10.371 8.908 6.932 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   58 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 10.509 9.012 7.044 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   59 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 12.900 10.619 9.093 7.135 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   60 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 12.907 10.680 9.134 7.152 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   61 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 12.913 10.683 9.113 7.065 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   62 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 10.623 9.040 6.881 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   63 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 12.925 10.506 8.929 6.697 0.603 0.000 0.000 0.000 0.000 0.000 0.000
   64 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.730 10.348 8.798 6.628 1.774 0.000 0.000 0.000 0.000 0.000 0.000
   65 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.934 12.066 10.179 8.676 6.668 2.454 0.000 0.000 0.000 0.000 0.000 0.000
   66 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 11.693 10.016 8.577 6.756 3.012 0.000 0.000 0.000 0.000 0.000 0.000
   67 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 11.411 9.880 8.507 6.851 3.640 0.000 0.000 0.000 0.000 0.000 0.000
   68 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 11.196 9.770 8.465 6.938 4.316 0.000 0.000 0.000 0.000 0.000 0.000
   69 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 11.036 9.688 8.433 7.003 4.815 0.000 0.000 0.000 0.000 0.000 0.000
   70 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 10.933 9.632 8.417 7.048 5.089 0.000 0.000 0.000 0.000 0.000 0.000
   71 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 12.943 10.874 9.604 8.409 7.072 5.208 0.000 0.000 0.000 0.000 0.000 0.000
   72 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 12.942 10.862 9.592 8.400 7.066 5.199 0.000 0.000 0.000 0.000 0.000 0.000
   73 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 10.895 9.609 8.398 7.032 5.065 0.000 0.000 0.000 0.000 0.000 0.000
   74 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 12.938 10.985 9.650 8.401 6.963 4.757 0.000 0.000 0.000 0.000 0.000 0.000
   75 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 11.133 9.723 8.414 6.862 4.230 0.000 0.000 0.000 0.000 0.000 0.000
   76 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 12.932 11.363 9.838 8.445 6.714 3.669 0.000 0.000 0.000 0.000 0.000 0.000
   77 12.928 12.928 12.928 12.928 12.928 12.928 12.928 12.928 12.928 12.928 12.928 12.928 12.928 12.928 11.698 10.000 8.510 6.494 3.120 0.000 0.000 0.000 0.000 0.000 0.000
   78 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.237 10.215 8.631 6.162 2.571 0.000 0.000 0.000 0.000 0.000 0.000
   79 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 12.919 10.474 8.813 5.488 1.897 0.000 0.000 0.000 0.000 0.000 0.000
   80 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 12.914 10.740 9.049 4.532 0.658 0.000 0.000 0.000 0.000 0.000 0.000
   81 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 10.974 9.274 3.751 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   82 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 12.903 11.118 9.428 4.565 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   83 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 12.897 11.131 9.455 4.631 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   84 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 12.892 11.004 9.338 3.359 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   85 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 12.886 10.763 9.109 3.968 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   86 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 10.453 8.808 4.619 1.767 0.000 0.000 0.000 0.000 0.000 0.000
   87 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 11.923 10.131 8.540 5.371 2.533 0.000 0.000 0.000 0.000 0.000 0.000
   88 12.872 12.872 12.872 12.872 12.872 12.872 12.872 12.872 12.872 12.872 12.872 12.872 12.872 12.872 11.370 9.845 8.358 6.029 3.116 0.000 0.000 0.000 0.000 0.000 0.000
   89 12.869 12.869 12.869 12.869 12.869 12.869 12.869 12.869 12.869 12.869 12.869 12.869 12.869 12.869 10.976 9.618 8.258 6.426 3.622 0.000 0.000 0.000 0.000 0.000 0.000
   90 12.866 12.866 12.866 12.866 12.866 12.866 12.866 12.866 12.866 12.866 12.866 12.866 12.866 12.866 10.691 9.455 8.216 6.681 4.219 1.112 0.000 0.000 0.000 0.000 0.000
   91 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.095 10.488 9.349 8.204 6.859 4.847 1.582 0.000 0.000 0.000 0.000 0.000
   92 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 12.863 11.733 10.353 9.279 8.205 6.978 5.296 1.897 0.000 0.000 0.000 0.000 0.000
   93 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 12.864 11.544 10.268 9.238 8.204 7.052 5.549 2.185 0.000 0.000 0.000 0.000 0.000
   94 12.865 12.865 12.865 12.865 12.865 12.865 12.865 12.865 12.865 12.865 12.865 12.865 12.865 11.469 10.231 9.217 8.205 7.082 5.648 2.682 0.000 0.000 0.000 0.000 0.000
   95 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 11.485 10.240 9.220 8.203 7.072 5.626 2.645 0.000 0.000 0.000 0.000 0.000
   96 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 11.601 10.290 9.239 8.194 7.021 5.481 2.415 0.000 0.000 0.000 0.000 0.000
   97 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 12.875 11.857 10.394 9.283 8.178 6.912 5.162 2.199 0.000 0.000 0.000 0.000 0.000
   98 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.881 12.488 10.567 9.366 8.163 6.736 4.657 1.941 0.000 0.000 0.000 0.000 0.000
   99 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 10.841 9.506 8.163 6.460 4.120 1.555 0.000 0.000 0.000 0.000 0.000
  100 12.894 12.894 12.894 12.894 12.894 12.894 12.894 12.894 12.894 12.894 12.894 12.894 12.894 12.894 11.276 9.726 8.192 6.009 3.598 0.819 0.000 0.000 0.000 0.000 0.000
  101 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.901 12.027 10.068 8.305 5.347 3.067 0.000 0.000 0.000 0.000 0.000 0.000
  102 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 12.908 10.552 8.608 4.697 2.434 0.000 0.000 0.000 0.000 0.000 0.000
  103 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 12.916 11.136 9.140 4.061 1.445 0.000 0.000 0.000 0.000 0.000 0.000
  104 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 12.923 11.755 9.673 3.354 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  105 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.341 9.999 2.740 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  106 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.557 10.027 2.511 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  107 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.042 9.732 3.473 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  108 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 12.945 11.378 9.139 4.210 1.715 0.000 0.000 0.000 0.000 0.000 0.000
  109 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 12.949 10.715 8.523 4.846 2.682 0.000 0.000 0.000 0.000 0.000 0.000
  110 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 12.951 10.155 8.231 5.521 3.354 0.000 0.000 0.000 0.000 0.000 0.000
  111 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 11.535 9.770 8.153 6.119 3.902 1.547 0.000 0.000 0.000 0.000 0.000
  112 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 10.994 9.533 8.150 6.538 4.484 2.177 0.000 0.000 0.000 0.000 0.000
  113 12.952 12.952 12.952 12.952 12.952 12.952 12.952 12.952 12.952 12.952 12.952 12.952 12.952 12.952 10.674 9.397 8.172 6.803 5.031 2.644 0.000 0.000 0.000 0.000 0.000
  114 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.950 12.199 10.483 9.319 8.198 6.971 5.442 3.043 0.000 0.000 0.000 0.000 0.000
  115 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 11.847 10.372 9.274 8.213 7.072 5.672 3.460 0.000 0.000 0.000 0.000 0.000
  116 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 11.718 10.323 9.253 8.219 7.106 5.759 3.675 0.000 0.000 0.000 0.000 0.000
  117 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 12.940 11.732 10.326 9.253 8.212 7.089 5.723 3.559 0.000 0.000 0.000 0.000 0.000
  118 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 12.935 11.892 10.385 9.274 8.193 7.013 5.541 3.173 0.000 0.000 0.000 0.000 0.000
  119 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.930 12.312 10.506 9.317 8.162 6.868 5.191 2.766 0.000 0.000 0.000 0.000 0.000
  120 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 12.924 10.716 9.408 8.129 6.642 4.666 2.335 0.000 0.000 0.000 0.000 0.000
  121 12.918 12.918 12.918 12.918 12.918 12.918 12.918 12.918 12.918 12.918 12.918 12.918 12.918 12.918 11.052 9.570 8.113 6.290 4.114 1.813 0.000 0.000 0.000 0.000 0.000
  122 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 12.912 11.579 9.830 8.141 5.742 3.550 0.976 0.000 0.000 0.000 0.000 0.000
  123 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 12.905 10.219 8.298 5.094 2.957 0.000 0.000 0.000 0.000 0.000 0.000
  124 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 12.899 10.694 8.706 4.430 2.222 0.000 0.000 0.000 0.000 0.000 0.000
  125 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 12.893 11.158 9.256 3.784 0.948 0.000 0.000 0.000 0.000 0.000 0.000
  126 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 12.887 11.495 9.643 3.035 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  127 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 12.882 11.599 9.781 3.432 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  128 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 12.877 11.452 9.673 2.708 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  129 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 11.117 9.349 3.497 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  130 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 12.871 10.693 8.897 4.097 1.709 0.000 0.000 0.000 0.000 0.000 0.000
  131 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.870 12.447 10.268 8.498 4.727 2.514 0.000 0.000 0.000 0.000 0.000 0.000
