Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   13 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 11.983 10.640 9.699 8.804 7.856 6.757 5.304 2.380 0.000 0.000 0.000 0.000 0.000
   14 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.270 10.716 9.750 8.832 7.861 6.723 5.182 1.868 0.000 0.000 0.000 0.000 0.000
   15 12.647 12.647 12.647 12.647 12.647 12.647 12.647 12.647 12.647 12.647 12.647 12.647 12.647 10.831 9.821 8.875 7.867 6.669 4.987 1.032 0.000 0.000 0.000 0.000 0.000
   16 12.652 12.652 12.652 12.652 12.652 12.652 12.652 12.652 12.652 12.652 12.652 12.652 12.652 10.986 9.918 8.935 7.879 6.606 4.707 0.000 0.000 0.000 0.000 0.000 0.000
   17 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 11.184 10.040 9.016 7.911 6.541 4.315 0.000 0.000 0.000 0.000 0.000 0.000
   18 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 11.427 10.182 9.114 7.962 6.484 3.771 0.000 0.000 0.000 0.000 0.000 0.000
   19 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 11.713 10.333 9.225 8.029 6.454 3.024 0.000 0.000 0.000 0.000 0.000 0.000
   20 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.044 10.478 9.332 8.106 6.456 1.994 0.000 0.000 0.000 0.000 0.000 0.000
   21 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 10.599 9.422 8.176 6.490 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   22 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 10.676 9.474 8.218 6.518 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   23 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 10.699 9.485 8.222 6.515 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   24 12.699 12.699 12.699 12.699 12.699 12.699 12.699 12.699 12.699 12.699 12.699 12.699 12.699 12.699 10.669 9.454 8.185 6.478 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   25 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 10.592 9.391 8.125 6.446 2.041 0.000 0.000 0.000 0.000 0.000 0.000
   26 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.234 10.484 9.305 8.062 6.445 3.037 0.000 0.000 0.000 0.000 0.000 0.000
   27 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 11.894 10.368 9.216 8.003 6.479 3.728 0.000 0.000 0.000 0.000 0.000 0.000
   28 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 11.641 10.252 9.131 7.966 6.528 4.211 0.000 0.000 0.000 0.000 0.000 0.000
   29 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 11.441 10.148 9.064 7.939 6.584 4.552 0.000 0.000 0.000 0.000 0.000 0.000
   30 12.711 12.711 12.711 12.711 12.711 12.711 12.711 12.711 12.711 12.711 12.711 12.711 12.711 11.284 10.065 9.013 7.921 6.633 4.796 0.000 0.000 0.000 0.000 0.000 0.000
   31 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 12.710 11.166 9.999 8.979 7.914 6.676 4.961 0.000 0.000 0.000 0.000 0.000 0.000
   32 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 11.085 9.953 8.951 7.909 6.700 5.068 0.378 0.000 0.000 0.000 0.000 0.000
   33 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 11.028 9.922 8.936 7.908 6.724 5.126 0.875 0.000 0.000 0.000 0.000 0.000
   34 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 11.001 9.909 8.930 7.905 6.724 5.138 0.805 0.000 0.000 0.000 0.000 0.000
   35 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 10.993 9.907 8.927 7.906 6.718 5.109 0.000 0.000 0.000 0.000 0.000 0.000
   36 12.685 12.685 12.685 12.685 12.685 12.685 12.685 12.685 12.685 12.685 12.685 12.685 12.685 11.007 9.921 8.935 7.907 6.705 5.039 0.000 0.000 0.000 0.000 0.000 0.000
   37 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 11.038 9.944 8.955 7.914 6.679 4.933 0.000 0.000 0.000 0.000 0.000 0.000
   38 12.671 12.671 12.671 12.671 12.671 12.671 12.671 12.671 12.671 12.671 12.671 12.671 12.671 11.082 9.973 8.978 7.920 6.653 4.789 0.000 0.000 0.000 0.000 0.000 0.000
   39 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 11.137 10.013 9.005 7.930 6.624 4.604 0.000 0.000 0.000 0.000 0.000 0.000
   40 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 11.199 10.056 9.041 7.950 6.601 4.375 0.000 0.000 0.000 0.000 0.000 0.000
   41 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 11.263 10.102 9.078 7.973 6.581 4.091 0.000 0.000 0.000 0.000 0.000 0.000
   42 12.644 12.644 12.644 12.644 12.644 12.644 12.644 12.644 12.644 12.644 12.644 12.644 12.644 11.322 10.149 9.119 8.004 6.573 3.734 0.000 0.000 0.000 0.000 0.000 0.000
   43 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 11.376 10.189 9.153 8.031 6.574 3.275 0.000 0.000 0.000 0.000 0.000 0.000
   44 12.633 12.633 12.633 12.633 12.633 12.633 12.633 12.633 12.633 12.633 12.633 12.633 12.633 11.424 10.226 9.187 8.061 6.583 2.660 0.000 0.000 0.000 0.000 0.000 0.000
   45 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 11.455 10.248 9.212 8.083 6.598 1.797 0.000 0.000 0.000 0.000 0.000 0.000
   46 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 11.465 10.261 9.225 8.096 6.607 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   47 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 11.457 10.259 9.226 8.101 6.612 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   48 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 11.430 10.240 9.213 8.088 6.603 1.199 0.000 0.000 0.000 0.000 0.000 0.000
   49 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 11.382 10.213 9.186 8.067 6.593 2.235 0.000 0.000 0.000 0.000 0.000 0.000
   50 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 11.318 10.169 9.151 8.036 6.575 2.961 0.000 0.000 0.000 0.000 0.000 0.000
   51 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 12.625 11.245 10.118 9.107 8.002 6.571 3.517 0.000 0.000 0.000 0.000 0.000 0.000
   52 12.628 12.628 12.628 12.628 12.628 12.628 12.628 12.628 12.628 12.628 12.628 12.628 12.628 11.162 10.059 9.057 7.965 6.577 3.957 0.000 0.000 0.000 0.000 0.000 0.000
   53 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 11.077 10.000 9.010 7.939 6.593 4.306 0.000 0.000 0.000 0.000 0.000 0.000
   54 12.637 12.637 12.637 12.637 12.637 12.637 12.637 12.637 12.637 12.637 12.637 12.637 12.637 10.995 9.939 8.965 7.913 6.618 4.586 0.000 0.000 0.000 0.000 0.000 0.000
   55 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 10.918 9.887 8.926 7.894 6.652 4.811 0.000 0.000 0.000 0.000 0.000 0.000
   56 12.648 12.648 12.648 12.648 12.648 12.648 12.648 12.648 12.648 12.648 12.648 12.648 12.648 10.859 9.840 8.894 7.886 6.684 4.987 0.000 0.000 0.000 0.000 0.000 0.000
   57 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 10.811 9.809 8.873 7.882 6.716 5.121 1.048 0.000 0.000 0.000 0.000 0.000
   58 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 10.780 9.787 8.860 7.879 6.741 5.212 1.725 0.000 0.000 0.000 0.000 0.000
   59 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 10.774 9.781 8.851 7.880 6.756 5.265 2.090 0.000 0.000 0.000 0.000 0.000
   60 12.673 12.673 12.673 12.673 12.673 12.673 12.673 12.673 12.673 12.673 12.673 12.673 12.673 10.789 9.784 8.854 7.880 6.756 5.272 2.207 0.000 0.000 0.000 0.000 0.000
   61 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 10.833 9.808 8.866 7.878 6.740 5.237 2.099 0.000 0.000 0.000 0.000 0.000
   62 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 10.904 9.850 8.889 7.878 6.711 5.151 1.776 0.000 0.000 0.000 0.000 0.000
   63 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 11.013 9.913 8.921 7.886 6.670 5.003 1.205 0.000 0.000 0.000 0.000 0.000
   64 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 11.165 10.001 8.974 7.892 6.612 4.782 0.000 0.000 0.000 0.000 0.000 0.000
   65 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 12.698 11.368 10.112 9.041 7.909 6.539 4.466 0.000 0.000 0.000 0.000 0.000 0.000
   66 12.702 12.702 12.702 12.702 12.702 12.702 12.702 12.702 12.702 12.702 12.702 12.702 12.702 11.640 10.254 9.130 7.944 6.460 4.014 0.000 0.000 0.000 0.000 0.000 0.000
   67 12.704 12.704 12.704 12.704 12.704 12.704 12.704 12.704 12.704 12.704 12.704 12.704 12.704 11.996 10.414 9.243 7.997 6.387 3.391 0.000 0.000 0.000 0.000 0.000 0.000
   68 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 10.586 9.365 8.079 6.343 2.533 0.000 0.000 0.000 0.000 0.000 0.000
   69 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 10.753 9.493 8.176 6.347 1.134 0.000 0.000 0.000 0.000 0.000 0.000
   70 12.708 12.708 12.708 12.708 12.708 12.708 12.708 12.708 12.708 12.708 12.708 12.708 12.708 12.708 10.885 9.596 8.263 6.405 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   71 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 12.707 10.959 9.651 8.318 6.460 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   72 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 12.706 10.952 9.645 8.312 6.440 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   73 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 10.866 9.573 8.240 6.335 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   74 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 12.703 10.708 9.453 8.130 6.247 1.811 0.000 0.000 0.000 0.000 0.000 0.000
   75 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.372 10.514 9.305 8.016 6.251 2.905 0.000 0.000 0.000 0.000 0.000 0.000
   76 12.697 12.697 12.697 12.697 12.697 12.697 12.697 12.697 12.697 12.697 12.697 12.697 12.697 11.775 10.311 9.159 7.920 6.324 3.679 0.000 0.000 0.000 0.000 0.000 0.000
   77 12.693 12.693 12.693 12.693 12.693 12.693 12.693 12.693 12.693 12.693 12.693 12.693 12.693 11.394 10.120 9.028 7.862 6.427 4.279 0.000 0.000 0.000 0.000 0.000 0.000
   78 12.689 12.689 12.689 12.689 12.689 12.689 12.689 12.689 12.689 12.689 12.689 12.689 12.689 11.108 9.955 8.925 7.837 6.535 4.729 1.505 0.000 0.000 0.000 0.000 0.000
   79 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 10.883 9.826 8.849 7.821 6.633 5.062 2.369 0.000 0.000 0.000 0.000 0.000
   80 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.679 12.451 10.721 9.725 8.795 7.824 6.715 5.300 2.975 0.000 0.000 0.000 0.000 0.000
   81 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 11.975 10.603 9.654 8.762 7.828 6.776 5.459 3.395 0.000 0.000 0.000 0.000 0.000
   82 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 12.669 11.777 10.527 9.610 8.740 7.829 6.809 5.553 3.638 0.000 0.000 0.000 0.000 0.000
   83 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 12.664 11.691 10.491 9.586 8.725 7.824 6.818 5.581 3.726 0.000 0.000 0.000 0.000 0.000
   84 12.659 12.659 12.659 12.659 12.659 12.659 12.659 12.659 12.659 12.659 12.659 12.659 11.686 10.492 9.583 8.722 7.818 6.806 5.549 3.659 0.000 0.000 0.000 0.000 0.000
   85 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 12.654 11.765 10.523 9.605 8.729 7.805 6.760 5.451 3.436 0.000 0.000 0.000 0.000 0.000
   86 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 11.935 10.603 9.650 8.746 7.788 6.686 5.274 3.051 0.000 0.000 0.000 0.000 0.000
   87 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.441 10.722 9.725 8.780 7.772 6.584 5.006 2.523 0.000 0.000 0.000 0.000 0.000
   88 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 12.642 10.899 9.839 8.843 7.761 6.448 4.604 1.834 0.000 0.000 0.000 0.000 0.000
   89 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 11.135 9.992 8.943 7.780 6.281 4.063 0.563 0.000 0.000 0.000 0.000 0.000
   90 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 11.438 10.184 9.085 7.839 6.092 3.376 0.000 0.000 0.000 0.000 0.000 0.000
   91 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 11.832 10.403 9.260 7.963 5.896 2.524 0.000 0.000 0.000 0.000 0.000 0.000
   92 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.533 10.618 9.451 8.137 5.798 1.178 0.000 0.000 0.000 0.000 0.000 0.000
   93 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 12.634 10.794 9.611 8.321 6.108 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   94 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 10.896 9.697 8.421 6.446 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   95 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 10.891 9.690 8.400 6.288 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   96 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 10.787 9.582 8.245 5.572 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   97 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 10.596 9.397 8.023 5.545 2.032 0.000 0.000 0.000 0.000 0.000 0.000
   98 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 11.816 10.358 9.181 7.833 5.797 3.050 0.000 0.000 0.000 0.000 0.000 0.000
   99 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 11.386 10.112 8.991 7.728 6.065 3.819 0.596 0.000 0.000 0.000 0.000 0.000
  100 12.661 12.661 12.661 12.661 12.661 12.661 12.661 12.661 12.661 12.661 12.661 12.661 12.661 11.050 9.904 8.845 7.696 6.294 4.444 2.035 0.000 0.000 0.000 0.000 0.000
  101 12.668 12.668 12.668 12.668 12.668 12.668 12.668 12.668 12.668 12.668 12.668 12.668 12.668 10.792 9.741 8.752 7.704 6.487 4.936 2.819 0.000 0.000 0.000 0.000 0.000
  102 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.674 12.057 10.608 9.629 8.702 7.735 6.640 5.293 3.420 0.000 0.000 0.000 0.000 0.000
  103 12.681 12.681 12.681 12.681 12.681 12.681 12.681 12.681 12.681 12.681 12.681 12.681 11.722 10.482 9.553 8.677 7.763 6.754 5.539 3.878 0.000 0.000 0.000 0.000 0.000
  104 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 12.688 11.561 10.410 9.513 8.665 7.788 6.825 5.690 4.169 0.809 0.000 0.000 0.000 0.000
  105 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 12.694 11.505 10.380 9.497 8.661 7.801 6.863 5.763 4.314 1.265 0.000 0.000 0.000 0.000
  106 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 11.542 10.396 9.507 8.665 7.801 6.864 5.763 4.307 1.326 0.000 0.000 0.000 0.000
  107 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 11.686 10.460 9.539 8.672 7.788 6.815 5.676 4.164 1.030 0.000 0.000 0.000 0.000
  108 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 11.984 10.579 9.601 8.693 7.759 6.732 5.510 3.861 0.000 0.000 0.000 0.000 0.000
  109 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 10.771 9.709 8.732 7.724 6.597 5.235 3.407 0.000 0.000 0.000 0.000 0.000
  110 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 11.077 9.875 8.805 7.686 6.406 4.836 2.791 0.000 0.000 0.000 0.000 0.000
  111 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 11.551 10.121 8.931 7.666 6.153 4.296 1.955 0.000 0.000 0.000 0.000 0.000
  112 12.717 12.717 12.717 12.717 12.717 12.717 12.717 12.717 12.717 12.717 12.717 12.717 12.717 12.717 10.466 9.145 7.694 5.810 3.603 0.000 0.000 0.000 0.000 0.000 0.000
  113 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 12.716 10.896 9.454 7.841 5.349 2.701 0.000 0.000 0.000 0.000 0.000 0.000
  114 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 12.715 11.358 9.808 8.175 4.717 1.183 0.000 0.000 0.000 0.000 0.000 0.000
  115 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 12.712 11.748 10.087 8.546 3.820 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  116 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 12.709 11.913 10.200 8.716 4.127 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  117 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 12.705 11.738 10.111 8.617 3.466 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  118 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 12.700 11.350 9.853 8.287 4.478 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  119 12.695 12.695 12.695 12.695 12.695 12.695 12.695 12.695 12.695 12.695 12.695 12.695 12.695 12.695 10.900 9.505 7.929 5.177 2.329 0.000 0.000 0.000 0.000 0.000 0.000
  120 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.690 12.426 10.468 9.181 7.723 5.681 3.320 0.000 0.000 0.000 0.000 0.000 0.000
  121 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 12.684 11.466 10.114 8.943 7.660 6.055 4.062 1.572 0.000 0.000 0.000 0.000 0.000
  122 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 12.678 10.999 9.849 8.794 7.662 6.332 4.652 2.520 0.000 0.000 0.000 0.000 0.000
  123 12.672 12.672 12.672 12.672 12.672 12.672 12.672 12.672 12.672 12.672 12.672 12.672 12.439 10.689 9.670 8.709 7.694 6.539 5.105 3.180 0.000 0.000 0.000 0.000 0.000
  124 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 12.666 11.731 10.486 9.552 8.659 7.732 6.690 5.427 3.702 0.000 0.000 0.000 0.000 0.000
  125 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 12.660 11.443 10.352 9.478 8.636 7.766 6.796 5.638 4.078 0.770 0.000 0.000 0.000 0.000
  126 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 12.655 11.293 10.278 9.439 8.625 7.785 6.858 5.761 4.300 1.221 0.000 0.000 0.000 0.000
  127 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 12.650 11.230 10.245 9.420 8.619 7.792 6.882 5.808 4.379 1.321 0.000 0.000 0.000 0.000
  128 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 11.238 10.252 9.425 8.620 7.790 6.870 5.784 4.324 1.082 0.000 0.000 0.000 0.000
  129 12.643 12.643 12.643 12.643 12.643 12.643 12.643 12.643 12.643 12.643 12.643 12.643 11.324 10.299 9.451 8.631 7.774 6.822 5.687 4.134 0.233 0.000 0.000 0.000 0.000
  130 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 11.492 10.386 9.503 8.648 7.748 6.742 5.512 3.783 0.000 0.000 0.000 0.000 0.000
  131 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 12.639 11.762 10.522 9.584 8.682 7.728 6.626 5.245 3.283 0.000 0.000 0.000 0.000 0.000
