Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   45 5.730 5.710 5.667 5.609 5.538 5.456 5.364 5.265 5.159 5.055 4.940 4.808 4.664 4.502 4.319 4.115 3.884 3.627 3.332 2.992 2.583 2.083 1.371 0.000 0.000
   46 5.746 5.725 5.683 5.625 5.555 5.473 5.383 5.282 5.176 5.074 4.959 4.829 4.685 4.523 4.343 4.142 3.914 3.658 3.366 3.031 2.634 2.142 1.463 0.000 0.000
   47 5.756 5.736 5.694 5.636 5.566 5.484 5.394 5.293 5.189 5.085 4.972 4.843 4.699 4.537 4.356 4.155 3.931 3.674 3.386 3.055 2.663 2.175 1.515 0.000 0.000
   48 5.762 5.742 5.699 5.642 5.572 5.490 5.399 5.301 5.195 5.091 4.978 4.851 4.704 4.545 4.364 4.161 3.936 3.683 3.392 3.060 2.668 2.180 1.520 0.000 0.000
   49 5.763 5.743 5.701 5.643 5.572 5.491 5.400 5.301 5.195 5.091 4.978 4.846 4.705 4.543 4.359 4.158 3.934 3.677 3.386 3.051 2.650 2.158 1.484 0.000 0.000
   50 5.759 5.739 5.696 5.639 5.568 5.486 5.395 5.295 5.192 5.085 4.970 4.841 4.697 4.530 4.349 4.142 3.914 3.657 3.362 3.018 2.614 2.109 1.402 0.000 0.000
   51 5.751 5.730 5.688 5.630 5.559 5.476 5.385 5.284 5.180 5.072 4.955 4.826 4.677 4.512 4.328 4.121 3.887 3.626 3.324 2.972 2.555 2.028 1.293 0.000 0.000
   52 5.737 5.717 5.675 5.616 5.545 5.462 5.371 5.268 5.161 5.055 4.938 4.806 4.655 4.487 4.300 4.087 3.850 3.579 3.272 2.909 2.475 1.912 1.093 0.000 0.000
   53 5.720 5.699 5.657 5.599 5.526 5.443 5.350 5.248 5.141 5.031 4.914 4.778 4.627 4.456 4.264 4.048 3.803 3.525 3.204 2.824 2.365 1.757 0.756 0.000 0.000
   54 5.699 5.678 5.636 5.576 5.504 5.421 5.326 5.223 5.113 5.007 4.884 4.745 4.594 4.416 4.220 3.998 3.746 3.458 3.125 2.725 2.236 1.566 0.000 0.000 0.000
   55 5.674 5.654 5.610 5.551 5.478 5.394 5.299 5.195 5.085 4.975 4.850 4.709 4.552 4.374 4.173 3.944 3.683 3.387 3.036 2.620 2.084 1.367 0.000 0.000 0.000
   56 5.647 5.627 5.583 5.524 5.450 5.364 5.268 5.163 5.051 4.941 4.816 4.674 4.512 4.326 4.119 3.884 3.616 3.306 2.939 2.495 1.917 1.056 0.000 0.000 0.000
   57 5.618 5.597 5.553 5.494 5.419 5.333 5.235 5.130 5.017 4.903 4.776 4.631 4.467 4.278 4.065 3.824 3.546 3.225 2.839 2.363 1.735 0.597 0.000 0.000 0.000
   58 5.587 5.566 5.522 5.462 5.387 5.300 5.202 5.094 4.979 4.867 4.736 4.588 4.419 4.230 4.011 3.764 3.476 3.144 2.740 2.240 1.539 0.000 0.000 0.000 0.000
   59 5.555 5.534 5.490 5.429 5.355 5.266 5.166 5.058 4.943 4.828 4.696 4.547 4.375 4.181 3.959 3.702 3.410 3.064 2.648 2.116 1.352 0.000 0.000 0.000 0.000
   60 5.524 5.503 5.458 5.397 5.321 5.233 5.133 5.023 4.907 4.789 4.656 4.506 4.335 4.135 3.910 3.653 3.351 2.998 2.571 2.019 1.187 0.000 0.000 0.000 0.000
   61 5.493 5.471 5.427 5.365 5.289 5.200 5.100 4.989 4.873 4.755 4.622 4.467 4.293 4.096 3.869 3.608 3.307 2.950 2.512 1.944 1.070 0.000 0.000 0.000 0.000
   62 5.463 5.441 5.397 5.334 5.257 5.169 5.068 4.957 4.839 4.722 4.586 4.434 4.263 4.063 3.838 3.572 3.274 2.914 2.475 1.907 1.011 0.000 0.000 0.000 0.000
   63 5.435 5.413 5.368 5.305 5.228 5.139 5.038 4.929 4.811 4.691 4.560 4.406 4.232 4.035 3.807 3.550 3.252 2.895 2.464 1.904 1.034 0.000 0.000 0.000 0.000
   64 5.409 5.387 5.342 5.279 5.202 5.113 5.013 4.902 4.785 4.664 4.533 4.383 4.212 4.014 3.793 3.539 3.244 2.895 2.475 1.935 1.116 0.000 0.000 0.000 0.000
   65 5.386 5.364 5.319 5.256 5.179 5.089 4.988 4.879 4.762 4.645 4.514 4.364 4.195 4.003 3.785 3.534 3.246 2.911 2.502 1.986 1.239 0.000 0.000 0.000 0.000
   66 5.368 5.346 5.300 5.237 5.161 5.071 4.971 4.861 4.745 4.627 4.498 4.350 4.186 3.995 3.782 3.537 3.259 2.935 2.541 2.057 1.370 0.000 0.000 0.000 0.000
   67 5.352 5.330 5.284 5.221 5.144 5.055 4.957 4.847 4.732 4.615 4.488 4.345 4.181 3.995 3.784 3.549 3.275 2.961 2.590 2.126 1.498 0.000 0.000 0.000 0.000
   68 5.341 5.319 5.273 5.210 5.134 5.046 4.946 4.839 4.724 4.609 4.482 4.341 4.180 3.999 3.791 3.563 3.298 2.995 2.636 2.196 1.610 0.565 0.000 0.000 0.000
   69 5.335 5.312 5.266 5.204 5.127 5.039 4.941 4.834 4.719 4.606 4.483 4.342 4.183 4.005 3.804 3.578 3.320 3.024 2.676 2.256 1.708 0.825 0.000 0.000 0.000
   70 5.332 5.310 5.264 5.201 5.125 5.038 4.941 4.833 4.721 4.605 4.482 4.346 4.190 4.011 3.816 3.590 3.339 3.050 2.714 2.302 1.779 0.985 0.000 0.000 0.000
   71 5.334 5.312 5.266 5.204 5.128 5.040 4.943 4.838 4.725 4.611 4.490 4.352 4.195 4.020 3.827 3.605 3.357 3.068 2.735 2.335 1.829 1.070 0.000 0.000 0.000
   72 5.341 5.319 5.273 5.210 5.134 5.047 4.951 4.843 4.731 4.618 4.496 4.358 4.207 4.031 3.836 3.613 3.365 3.080 2.751 2.351 1.850 1.109 0.000 0.000 0.000
   73 5.352 5.329 5.283 5.221 5.145 5.058 4.961 4.854 4.743 4.631 4.508 4.370 4.216 4.037 3.842 3.623 3.371 3.083 2.750 2.350 1.844 1.090 0.000 0.000 0.000
   74 5.366 5.344 5.298 5.236 5.160 5.073 4.974 4.869 4.756 4.642 4.519 4.381 4.222 4.046 3.848 3.626 3.371 3.082 2.738 2.330 1.803 1.049 0.000 0.000 0.000
   75 5.384 5.362 5.316 5.254 5.178 5.090 4.992 4.885 4.772 4.658 4.533 4.393 4.231 4.053 3.852 3.623 3.362 3.066 2.718 2.290 1.742 0.894 0.000 0.000 0.000
   76 5.405 5.383 5.337 5.275 5.199 5.111 5.013 4.905 4.791 4.676 4.549 4.406 4.242 4.061 3.854 3.622 3.351 3.044 2.677 2.233 1.643 0.615 0.000 0.000 0.000
   77 5.429 5.407 5.361 5.300 5.223 5.134 5.036 4.926 4.812 4.694 4.567 4.422 4.255 4.069 3.853 3.615 3.340 3.019 2.634 2.162 1.551 0.000 0.000 0.000 0.000
   78 5.454 5.433 5.388 5.325 5.249 5.161 5.061 4.951 4.836 4.716 4.589 4.439 4.271 4.076 3.857 3.610 3.325 2.990 2.585 2.077 1.399 0.000 0.000 0.000 0.000
   79 5.481 5.460 5.415 5.353 5.277 5.188 5.086 4.978 4.862 4.743 4.609 4.459 4.286 4.091 3.867 3.610 3.312 2.959 2.535 1.991 1.218 0.000 0.000 0.000 0.000
   80 5.509 5.488 5.443 5.381 5.306 5.217 5.116 5.006 4.888 4.769 4.634 4.482 4.305 4.105 3.878 3.614 3.306 2.942 2.500 1.924 1.041 0.000 0.000 0.000 0.000
   81 5.537 5.516 5.472 5.411 5.335 5.247 5.145 5.035 4.917 4.798 4.662 4.508 4.329 4.129 3.893 3.626 3.311 2.940 2.483 1.874 0.902 0.000 0.000 0.000 0.000
   82 5.565 5.544 5.500 5.440 5.364 5.275 5.175 5.064 4.946 4.826 4.693 4.538 4.359 4.157 3.921 3.651 3.333 2.958 2.493 1.877 0.867 0.000 0.000 0.000 0.000
   83 5.592 5.571 5.528 5.467 5.392 5.303 5.204 5.093 4.976 4.857 4.724 4.569 4.393 4.188 3.957 3.688 3.373 3.002 2.540 1.932 0.982 0.000 0.000 0.000 0.000
   84 5.618 5.597 5.554 5.494 5.418 5.331 5.231 5.123 5.007 4.889 4.756 4.604 4.427 4.230 3.999 3.736 3.428 3.064 2.622 2.046 1.164 0.000 0.000 0.000 0.000
   85 5.642 5.622 5.578 5.518 5.444 5.357 5.258 5.151 5.037 4.919 4.790 4.638 4.469 4.272 4.051 3.790 3.499 3.146 2.726 2.198 1.438 0.000 0.000 0.000 0.000
   86 5.664 5.644 5.600 5.540 5.466 5.380 5.283 5.177 5.064 4.949 4.821 4.674 4.507 4.318 4.103 3.858 3.574 3.245 2.852 2.372 1.718 0.487 0.000 0.000 0.000
   87 5.684 5.663 5.620 5.560 5.487 5.402 5.306 5.201 5.091 4.977 4.851 4.708 4.547 4.366 4.159 3.924 3.659 3.349 2.986 2.546 1.985 1.138 0.000 0.000 0.000
   88 5.700 5.680 5.637 5.577 5.505 5.421 5.326 5.223 5.115 5.003 4.882 4.744 4.587 4.411 4.213 3.991 3.739 3.451 3.114 2.718 2.225 1.555 0.000 0.000 0.000
   89 5.714 5.693 5.650 5.591 5.520 5.436 5.344 5.243 5.134 5.026 4.907 4.776 4.624 4.454 4.264 4.054 3.813 3.546 3.232 2.872 2.429 1.871 1.000 0.000 0.000
   90 5.724 5.703 5.660 5.601 5.531 5.448 5.357 5.257 5.152 5.045 4.930 4.801 4.657 4.492 4.311 4.108 3.880 3.623 3.336 3.000 2.604 2.112 1.433 0.000 0.000
   91 5.730 5.709 5.667 5.609 5.538 5.456 5.366 5.269 5.166 5.059 4.946 4.822 4.680 4.523 4.348 4.151 3.936 3.694 3.418 3.106 2.735 2.292 1.716 0.751 0.000
   92 5.733 5.712 5.669 5.611 5.541 5.462 5.371 5.275 5.173 5.070 4.959 4.834 4.700 4.546 4.377 4.186 3.978 3.743 3.479 3.183 2.833 2.421 1.901 1.136 0.000
   93 5.732 5.711 5.669 5.611 5.541 5.462 5.373 5.277 5.174 5.073 4.966 4.844 4.707 4.559 4.389 4.205 4.000 3.772 3.515 3.227 2.890 2.500 2.007 1.331 0.000
   94 5.727 5.706 5.663 5.606 5.537 5.457 5.368 5.273 5.171 5.068 4.961 4.841 4.707 4.558 4.392 4.207 4.006 3.782 3.529 3.241 2.912 2.527 2.053 1.401 0.000
   95 5.718 5.697 5.654 5.597 5.528 5.448 5.359 5.264 5.162 5.059 4.953 4.833 4.696 4.545 4.378 4.197 3.992 3.768 3.515 3.223 2.894 2.504 2.025 1.364 0.000
   96 5.705 5.684 5.642 5.584 5.514 5.434 5.345 5.248 5.144 5.042 4.933 4.810 4.674 4.522 4.353 4.165 3.961 3.729 3.468 3.177 2.835 2.432 1.930 1.200 0.000
   97 5.690 5.669 5.625 5.567 5.497 5.416 5.326 5.227 5.125 5.018 4.907 4.780 4.644 4.487 4.315 4.124 3.906 3.671 3.399 3.091 2.729 2.299 1.746 0.903 0.000
   98 5.670 5.649 5.606 5.547 5.476 5.392 5.301 5.201 5.098 4.990 4.875 4.746 4.601 4.439 4.262 4.061 3.833 3.584 3.296 2.968 2.581 2.102 1.489 0.000 0.000
   99 5.648 5.627 5.583 5.523 5.451 5.367 5.274 5.173 5.065 4.955 4.836 4.702 4.553 4.383 4.196 3.983 3.745 3.478 3.167 2.812 2.378 1.815 0.985 0.000 0.000
  100 5.622 5.601 5.557 5.497 5.423 5.339 5.243 5.139 5.031 4.915 4.792 4.654 4.495 4.319 4.118 3.892 3.638 3.349 3.009 2.609 2.107 1.446 0.000 0.000 0.000
  101 5.595 5.573 5.530 5.469 5.394 5.308 5.210 5.103 4.991 4.874 4.747 4.599 4.433 4.246 4.036 3.795 3.520 3.199 2.825 2.365 1.792 0.721 0.000 0.000 0.000
  102 5.565 5.544 5.500 5.439 5.363 5.275 5.176 5.065 4.950 4.831 4.700 4.546 4.374 4.174 3.950 3.693 3.395 3.042 2.618 2.078 1.318 0.000 0.000 0.000 0.000
  103 5.534 5.513 5.469 5.407 5.331 5.241 5.139 5.028 4.910 4.789 4.651 4.493 4.311 4.103 3.864 3.591 3.266 2.881 2.397 1.790 0.529 0.000 0.000 0.000 0.000
  104 5.503 5.482 5.437 5.376 5.298 5.208 5.104 4.991 4.871 4.746 4.607 4.443 4.257 4.038 3.788 3.496 3.148 2.727 2.189 1.437 0.000 0.000 0.000 0.000 0.000
  105 5.472 5.451 5.407 5.344 5.266 5.175 5.070 4.955 4.832 4.707 4.564 4.398 4.204 3.983 3.723 3.419 3.057 2.608 2.017 1.124 0.000 0.000 0.000 0.000 0.000
  106 5.442 5.421 5.377 5.314 5.235 5.143 5.037 4.922 4.798 4.673 4.527 4.359 4.166 3.941 3.679 3.369 3.000 2.536 1.931 0.945 0.000 0.000 0.000 0.000 0.000
  107 5.415 5.393 5.348 5.285 5.207 5.114 5.009 4.892 4.770 4.643 4.499 4.331 4.138 3.913 3.654 3.347 2.985 2.532 1.938 0.968 0.000 0.000 0.000 0.000 0.000
  108 5.390 5.368 5.323 5.259 5.181 5.087 4.983 4.868 4.745 4.618 4.474 4.311 4.122 3.903 3.652 3.355 3.006 2.582 2.029 1.200 0.000 0.000 0.000 0.000 0.000
  109 5.369 5.347 5.301 5.237 5.158 5.066 4.962 4.849 4.727 4.603 4.463 4.302 4.121 3.910 3.668 3.389 3.061 2.668 2.176 1.488 0.000 0.000 0.000 0.000 0.000
  110 5.353 5.330 5.284 5.221 5.143 5.052 4.948 4.836 4.718 4.593 4.458 4.303 4.127 3.927 3.699 3.439 3.138 2.778 2.343 1.766 0.829 0.000 0.000 0.000 0.000
  111 5.341 5.319 5.272 5.209 5.131 5.041 4.940 4.830 4.715 4.593 4.462 4.312 4.146 3.957 3.741 3.500 3.218 2.894 2.504 2.017 1.329 0.000 0.000 0.000 0.000
  112 5.335 5.313 5.266 5.204 5.126 5.038 4.938 4.832 4.717 4.601 4.474 4.331 4.172 3.991 3.787 3.558 3.297 3.001 2.649 2.222 1.665 0.750 0.000 0.000 0.000
  113 5.335 5.312 5.266 5.203 5.127 5.041 4.944 4.837 4.726 4.612 4.489 4.353 4.199 4.029 3.833 3.617 3.376 3.098 2.773 2.393 1.913 1.238 0.000 0.000 0.000
  114 5.341 5.318 5.272 5.210 5.134 5.048 4.953 4.849 4.739 4.627 4.510 4.376 4.227 4.063 3.879 3.672 3.441 3.177 2.875 2.523 2.089 1.521 0.477 0.000 0.000
  115 5.352 5.330 5.284 5.222 5.148 5.063 4.967 4.866 4.758 4.648 4.533 4.401 4.260 4.098 3.917 3.716 3.492 3.239 2.951 2.620 2.215 1.701 0.914 0.000 0.000
  116 5.369 5.347 5.301 5.240 5.166 5.082 4.987 4.886 4.777 4.671 4.556 4.427 4.283 4.126 3.948 3.751 3.530 3.287 3.004 2.676 2.288 1.801 1.093 0.000 0.000
  117 5.391 5.369 5.323 5.262 5.189 5.105 5.012 4.908 4.801 4.695 4.580 4.453 4.309 4.150 3.972 3.778 3.557 3.311 3.031 2.707 2.320 1.837 1.144 0.000 0.000
  118 5.418 5.396 5.351 5.289 5.216 5.131 5.037 4.936 4.828 4.719 4.605 4.475 4.331 4.169 3.991 3.791 3.570 3.317 3.033 2.702 2.305 1.809 1.117 0.000 0.000
  119 5.449 5.427 5.381 5.320 5.246 5.161 5.067 4.963 4.857 4.745 4.630 4.496 4.349 4.185 4.001 3.794 3.566 3.306 3.011 2.663 2.250 1.714 0.918 0.000 0.000
  120 5.481 5.460 5.414 5.353 5.279 5.194 5.098 4.994 4.886 4.772 4.653 4.517 4.365 4.195 4.003 3.793 3.552 3.277 2.967 2.599 2.148 1.590 0.414 0.000 0.000
  121 5.516 5.494 5.449 5.388 5.313 5.227 5.129 5.025 4.915 4.800 4.674 4.536 4.379 4.204 4.006 3.783 3.529 3.240 2.903 2.503 2.002 1.331 0.000 0.000 0.000
  122 5.550 5.529 5.485 5.423 5.349 5.261 5.163 5.058 4.945 4.829 4.702 4.556 4.395 4.211 4.004 3.769 3.502 3.192 2.829 2.385 1.854 0.930 0.000 0.000 0.000
  123 5.584 5.563 5.519 5.458 5.383 5.295 5.197 5.089 4.976 4.857 4.727 4.580 4.408 4.219 4.000 3.753 3.472 3.136 2.743 2.251 1.618 0.000 0.000 0.000 0.000
  124 5.616 5.596 5.552 5.492 5.416 5.328 5.230 5.120 5.007 4.886 4.753 4.603 4.429 4.232 4.005 3.745 3.443 3.090 2.663 2.115 1.358 0.000 0.000 0.000 0.000
  125 5.646 5.625 5.582 5.522 5.448 5.359 5.260 5.149 5.034 4.915 4.781 4.625 4.451 4.246 4.012 3.743 3.428 3.061 2.603 2.007 1.103 0.000 0.000 0.000 0.000
  126 5.672 5.652 5.609 5.549 5.474 5.386 5.287 5.177 5.060 4.943 4.807 4.651 4.472 4.267 4.030 3.755 3.433 3.048 2.575 1.947 0.920 0.000 0.000 0.000 0.000
  127 5.694 5.674 5.631 5.571 5.497 5.409 5.310 5.201 5.085 4.967 4.832 4.677 4.496 4.291 4.055 3.779 3.454 3.069 2.596 1.959 0.933 0.000 0.000 0.000 0.000
  128 5.711 5.692 5.649 5.589 5.515 5.428 5.330 5.222 5.105 4.990 4.854 4.700 4.524 4.319 4.085 3.816 3.498 3.119 2.662 2.054 1.138 0.000 0.000 0.000 0.000
  129 5.724 5.704 5.661 5.602 5.529 5.442 5.344 5.236 5.123 5.007 4.874 4.722 4.548 4.348 4.124 3.857 3.556 3.196 2.761 2.201 1.390 0.000 0.000 0.000 0.000
  130 5.731 5.711 5.668 5.609 5.536 5.449 5.353 5.246 5.135 5.019 4.888 4.740 4.574 4.382 4.157 3.910 3.618 3.283 2.879 2.375 1.691 0.000 0.000 0.000 0.000
  131 5.733 5.713 5.670 5.611 5.538 5.452 5.357 5.252 5.142 5.028 4.901 4.758 4.594 4.410 4.200 3.959 3.685 3.371 3.000 2.548 1.966 1.052 0.000 0.000 0.000
