Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
   10 9.981 9.981 9.981 9.981 9.981 9.695 9.225 8.878 8.553 8.230 7.900 7.553 7.191 6.802 6.385 5.934 5.432 4.879 4.240 3.480 2.489 0.481 0.000 0.000 0.000
   11 9.981 9.981 9.981 9.981 9.981 9.691 9.221 8.874 8.549 8.228 7.895 7.553 7.188 6.802 6.388 5.937 5.445 4.892 4.260 3.513 2.543 0.746 0.000 0.000 0.000
   12 9.981 9.981 9.981 9.981 9.981 9.697 9.224 8.874 8.549 8.227 7.894 7.550 7.185 6.799 6.385 5.934 5.438 4.886 4.254 3.502 2.528 0.687 0.000 0.000 0.000
   13 9.981 9.981 9.981 9.981 9.981 9.726 9.233 8.880 8.554 8.229 7.895 7.548 7.181 6.789 6.372 5.915 5.416 4.859 4.217 3.449 2.441 0.000 0.000 0.000 0.000
   14 9.981 9.981 9.981 9.981 9.981 9.778 9.250 8.892 8.563 8.232 7.898 7.544 7.174 6.780 6.357 5.891 5.382 4.811 4.150 3.350 2.274 0.000 0.000 0.000 0.000
   15 9.981 9.981 9.981 9.981 9.981 9.888 9.275 8.910 8.575 8.241 7.901 7.547 7.169 6.770 6.333 5.860 5.330 4.742 4.050 3.202 2.017 0.000 0.000 0.000 0.000
   16 9.981 9.981 9.981 9.981 9.981 9.981 9.305 8.930 8.591 8.255 7.909 7.548 7.163 6.753 6.306 5.818 5.272 4.651 3.925 3.009 1.624 0.000 0.000 0.000 0.000
   17 9.981 9.981 9.981 9.981 9.981 9.981 9.342 8.956 8.610 8.268 7.918 7.550 7.160 6.737 6.279 5.774 5.205 4.552 3.773 2.761 0.972 0.000 0.000 0.000 0.000
   18 9.981 9.981 9.981 9.981 9.981 9.981 9.384 8.984 8.632 8.283 7.928 7.557 7.157 6.725 6.250 5.726 5.130 4.442 3.606 2.465 0.000 0.000 0.000 0.000 0.000
   19 9.981 9.981 9.981 9.981 9.981 9.981 9.426 9.009 8.652 8.300 7.941 7.560 7.153 6.713 6.223 5.678 5.061 4.330 3.422 2.121 0.000 0.000 0.000 0.000 0.000
   20 9.981 9.981 9.981 9.981 9.981 9.981 9.470 9.037 8.672 8.314 7.949 7.564 7.152 6.698 6.199 5.638 4.995 4.225 3.245 1.731 0.000 0.000 0.000 0.000 0.000
   21 9.981 9.981 9.981 9.981 9.981 9.981 9.509 9.057 8.684 8.326 7.955 7.565 7.148 6.689 6.179 5.602 4.935 4.133 3.092 1.332 0.000 0.000 0.000 0.000 0.000
   22 9.981 9.981 9.981 9.981 9.981 9.981 9.542 9.072 8.696 8.329 7.958 7.563 7.141 6.677 6.160 5.578 4.894 4.070 2.984 0.989 0.000 0.000 0.000 0.000 0.000
   23 9.981 9.981 9.981 9.981 9.981 9.981 9.565 9.080 8.697 8.329 7.953 7.557 7.132 6.665 6.146 5.556 4.873 4.042 2.940 0.852 0.000 0.000 0.000 0.000 0.000
   24 9.982 9.982 9.982 9.982 9.982 9.982 9.575 9.078 8.692 8.321 7.942 7.547 7.120 6.653 6.134 5.551 4.871 4.047 2.969 1.010 0.000 0.000 0.000 0.000 0.000
   25 9.982 9.982 9.982 9.982 9.982 9.982 9.570 9.070 8.681 8.309 7.929 7.533 7.108 6.641 6.127 5.551 4.888 4.089 3.052 1.320 0.000 0.000 0.000 0.000 0.000
   26 9.982 9.982 9.982 9.982 9.982 9.982 9.555 9.057 8.666 8.292 7.912 7.515 7.096 6.634 6.129 5.562 4.916 4.145 3.169 1.655 0.000 0.000 0.000 0.000 0.000
   27 9.982 9.982 9.982 9.982 9.982 9.982 9.530 9.038 8.647 8.273 7.895 7.503 7.081 6.630 6.134 5.583 4.953 4.218 3.299 1.961 0.000 0.000 0.000 0.000 0.000
   28 9.982 9.982 9.982 9.982 9.982 9.982 9.500 9.016 8.628 8.256 7.879 7.489 7.074 6.631 6.141 5.606 4.999 4.293 3.427 2.230 0.000 0.000 0.000 0.000 0.000
   29 9.982 9.982 9.982 9.982 9.982 9.982 9.468 8.996 8.611 8.239 7.868 7.478 7.070 6.630 6.155 5.632 5.042 4.365 3.544 2.451 0.000 0.000 0.000 0.000 0.000
   30 9.982 9.982 9.982 9.982 9.982 9.982 9.439 8.977 8.594 8.227 7.858 7.473 7.070 6.636 6.172 5.655 5.086 4.426 3.647 2.627 0.667 0.000 0.000 0.000 0.000
   31 9.982 9.982 9.982 9.982 9.982 9.982 9.411 8.961 8.581 8.218 7.849 7.470 7.070 6.643 6.185 5.681 5.118 4.483 3.727 2.763 1.144 0.000 0.000 0.000 0.000
   32 9.982 9.982 9.982 9.982 9.982 9.982 9.389 8.946 8.573 8.212 7.847 7.470 7.076 6.654 6.200 5.705 5.152 4.528 3.795 2.863 1.401 0.000 0.000 0.000 0.000
   33 9.982 9.982 9.982 9.982 9.982 9.982 9.371 8.939 8.569 8.209 7.848 7.476 7.082 6.663 6.214 5.722 5.177 4.560 3.837 2.925 1.549 0.000 0.000 0.000 0.000
   34 9.982 9.982 9.982 9.982 9.982 9.982 9.357 8.934 8.565 8.211 7.852 7.481 7.091 6.675 6.223 5.738 5.195 4.582 3.863 2.967 1.616 0.000 0.000 0.000 0.000
   35 9.981 9.981 9.981 9.981 9.981 9.981 9.348 8.931 8.568 8.216 7.857 7.488 7.098 6.685 6.236 5.747 5.204 4.595 3.872 2.976 1.625 0.000 0.000 0.000 0.000
   36 9.981 9.981 9.981 9.981 9.981 9.981 9.344 8.932 8.573 8.225 7.868 7.499 7.111 6.693 6.247 5.755 5.212 4.595 3.869 2.961 1.585 0.000 0.000 0.000 0.000
   37 9.981 9.981 9.981 9.981 9.981 9.981 9.342 8.936 8.581 8.233 7.878 7.509 7.121 6.703 6.256 5.762 5.212 4.588 3.854 2.926 1.495 0.000 0.000 0.000 0.000
   38 9.980 9.980 9.980 9.980 9.980 9.980 9.341 8.943 8.589 8.244 7.891 7.524 7.131 6.715 6.263 5.765 5.213 4.578 3.829 2.881 1.352 0.000 0.000 0.000 0.000
   39 9.980 9.980 9.980 9.980 9.980 9.980 9.342 8.949 8.600 8.257 7.904 7.537 7.145 6.726 6.271 5.770 5.207 4.565 3.798 2.813 1.148 0.000 0.000 0.000 0.000
   40 9.980 9.980 9.980 9.980 9.980 9.980 9.343 8.957 8.609 8.270 7.919 7.550 7.160 6.739 6.278 5.773 5.204 4.544 3.761 2.741 0.872 0.000 0.000 0.000 0.000
   41 9.980 9.980 9.980 9.980 9.980 9.980 9.345 8.963 8.620 8.281 7.932 7.565 7.172 6.751 6.287 5.777 5.197 4.531 3.725 2.657 0.406 0.000 0.000 0.000 0.000
   42 9.979 9.979 9.979 9.979 9.979 9.979 9.347 8.969 8.630 8.294 7.945 7.580 7.188 6.761 6.298 5.778 5.192 4.510 3.686 2.577 0.000 0.000 0.000 0.000 0.000
   43 9.979 9.979 9.979 9.979 9.979 9.979 9.348 8.977 8.639 8.306 7.959 7.590 7.200 6.773 6.303 5.780 5.191 4.495 3.648 2.503 0.000 0.000 0.000 0.000 0.000
   44 9.979 9.979 9.979 9.979 9.979 9.979 9.348 8.981 8.646 8.314 7.968 7.603 7.210 6.784 6.311 5.785 5.189 4.482 3.620 2.435 0.000 0.000 0.000 0.000 0.000
   45 9.979 9.979 9.979 9.979 9.979 9.979 9.348 8.983 8.652 8.318 7.975 7.613 7.218 6.791 6.319 5.792 5.190 4.480 3.602 2.389 0.000 0.000 0.000 0.000 0.000
   46 9.979 9.979 9.979 9.979 9.979 9.979 9.347 8.985 8.655 8.325 7.980 7.615 7.225 6.799 6.326 5.797 5.187 4.477 3.596 2.367 0.000 0.000 0.000 0.000 0.000
   47 9.979 9.979 9.979 9.979 9.979 9.979 9.344 8.985 8.655 8.327 7.983 7.620 7.227 6.801 6.331 5.802 5.195 4.486 3.604 2.375 0.000 0.000 0.000 0.000 0.000
   48 9.979 9.979 9.979 9.979 9.979 9.979 9.339 8.981 8.653 8.323 7.982 7.620 7.230 6.803 6.333 5.807 5.201 4.498 3.624 2.416 0.000 0.000 0.000 0.000 0.000
   49 9.979 9.979 9.979 9.979 9.979 9.979 9.333 8.978 8.649 8.320 7.978 7.617 7.227 6.803 6.333 5.813 5.214 4.515 3.656 2.479 0.000 0.000 0.000 0.000 0.000
   50 9.979 9.979 9.979 9.979 9.979 9.979 9.328 8.971 8.641 8.315 7.972 7.612 7.224 6.801 6.337 5.817 5.227 4.539 3.703 2.566 0.000 0.000 0.000 0.000 0.000
   51 9.979 9.979 9.979 9.979 9.979 9.979 9.320 8.963 8.633 8.305 7.962 7.604 7.216 6.798 6.334 5.823 5.244 4.570 3.757 2.672 0.225 0.000 0.000 0.000 0.000
   52 9.979 9.979 9.979 9.979 9.979 9.979 9.312 8.952 8.624 8.294 7.953 7.593 7.208 6.792 6.337 5.829 5.263 4.604 3.813 2.785 0.920 0.000 0.000 0.000 0.000
   53 9.979 9.979 9.979 9.979 9.979 9.979 9.303 8.943 8.611 8.281 7.943 7.582 7.200 6.787 6.335 5.837 5.281 4.639 3.875 2.895 1.285 0.000 0.000 0.000 0.000
   54 9.980 9.980 9.980 9.980 9.980 9.948 9.294 8.933 8.600 8.268 7.928 7.569 7.189 6.779 6.336 5.844 5.295 4.671 3.933 3.001 1.566 0.000 0.000 0.000 0.000
   55 9.980 9.980 9.980 9.980 9.980 9.929 9.285 8.922 8.589 8.257 7.914 7.558 7.178 6.773 6.333 5.851 5.311 4.702 3.983 3.091 1.783 0.000 0.000 0.000 0.000
   56 9.980 9.980 9.980 9.980 9.980 9.936 9.278 8.912 8.576 8.244 7.903 7.545 7.167 6.765 6.331 5.851 5.322 4.727 4.031 3.171 1.948 0.000 0.000 0.000 0.000
   57 9.980 9.980 9.980 9.980 9.980 9.980 9.276 8.905 8.566 8.232 7.890 7.536 7.158 6.759 6.324 5.851 5.329 4.744 4.060 3.228 2.059 0.000 0.000 0.000 0.000
   58 9.981 9.981 9.981 9.981 9.981 9.981 9.275 8.898 8.559 8.223 7.881 7.525 7.147 6.748 6.316 5.846 5.330 4.749 4.076 3.256 2.134 0.000 0.000 0.000 0.000
   59 9.981 9.981 9.981 9.981 9.981 9.981 9.278 8.898 8.554 8.216 7.872 7.513 7.138 6.739 6.307 5.840 5.325 4.744 4.078 3.262 2.153 0.000 0.000 0.000 0.000
   60 9.981 9.981 9.981 9.981 9.981 9.981 9.287 8.900 8.554 8.211 7.866 7.508 7.128 6.726 6.294 5.824 5.309 4.727 4.058 3.238 2.120 0.000 0.000 0.000 0.000
   61 9.982 9.982 9.982 9.982 9.982 9.982 9.302 8.906 8.555 8.212 7.862 7.499 7.121 6.714 6.279 5.806 5.281 4.696 4.015 3.183 2.023 0.000 0.000 0.000 0.000
   62 9.982 9.982 9.982 9.982 9.982 9.982 9.323 8.919 8.562 8.213 7.862 7.495 7.110 6.700 6.260 5.777 5.248 4.649 3.949 3.094 1.857 0.000 0.000 0.000 0.000
   63 9.982 9.982 9.982 9.982 9.982 9.982 9.352 8.935 8.573 8.221 7.865 7.493 7.103 6.684 6.235 5.746 5.204 4.584 3.861 2.957 1.589 0.000 0.000 0.000 0.000
   64 9.982 9.982 9.982 9.982 9.982 9.982 9.388 8.958 8.589 8.232 7.871 7.492 7.095 6.671 6.210 5.706 5.146 4.508 3.748 2.780 1.153 0.000 0.000 0.000 0.000
   65 9.982 9.982 9.982 9.982 9.982 9.982 9.429 8.984 8.609 8.248 7.881 7.498 7.093 6.658 6.186 5.666 5.083 4.412 3.610 2.542 0.000 0.000 0.000 0.000 0.000
   66 9.982 9.982 9.982 9.982 9.982 9.982 9.477 9.013 8.631 8.265 7.891 7.506 7.091 6.648 6.161 5.626 5.016 4.306 3.444 2.243 0.000 0.000 0.000 0.000 0.000
   67 9.983 9.983 9.983 9.983 9.983 9.983 9.530 9.045 8.657 8.286 7.909 7.514 7.095 6.641 6.139 5.582 4.949 4.196 3.254 1.857 0.000 0.000 0.000 0.000 0.000
   68 9.983 9.983 9.983 9.983 9.983 9.983 9.582 9.074 8.683 8.309 7.927 7.526 7.101 6.637 6.124 5.544 4.877 4.082 3.049 1.341 0.000 0.000 0.000 0.000 0.000
   69 9.983 9.983 9.983 9.983 9.983 9.983 9.630 9.101 8.704 8.328 7.944 7.541 7.109 6.633 6.108 5.513 4.819 3.974 2.853 0.501 0.000 0.000 0.000 0.000 0.000
   70 9.983 9.983 9.983 9.983 9.983 9.983 9.666 9.120 8.721 8.343 7.958 7.552 7.115 6.636 6.103 5.492 4.775 3.897 2.686 0.000 0.000 0.000 0.000 0.000 0.000
   71 9.983 9.983 9.983 9.983 9.983 9.983 9.683 9.129 8.730 8.350 7.965 7.559 7.121 6.638 6.101 5.481 4.754 3.851 2.594 0.000 0.000 0.000 0.000 0.000 0.000
   72 9.983 9.983 9.983 9.983 9.983 9.983 9.676 9.127 8.729 8.350 7.966 7.560 7.121 6.640 6.103 5.486 4.759 3.856 2.603 0.000 0.000 0.000 0.000 0.000 0.000
   73 9.983 9.983 9.983 9.983 9.983 9.983 9.647 9.114 8.720 8.342 7.961 7.555 7.121 6.643 6.109 5.501 4.791 3.913 2.720 0.000 0.000 0.000 0.000 0.000 0.000
   74 9.983 9.983 9.983 9.983 9.983 9.983 9.599 9.091 8.701 8.327 7.946 7.545 7.115 6.642 6.123 5.531 4.841 4.013 2.916 0.832 0.000 0.000 0.000 0.000 0.000
   75 9.983 9.983 9.983 9.983 9.983 9.983 9.543 9.060 8.675 8.304 7.929 7.532 7.108 6.649 6.141 5.571 4.914 4.137 3.145 1.586 0.000 0.000 0.000 0.000 0.000
   76 9.983 9.983 9.983 9.983 9.983 9.983 9.483 9.025 8.646 8.281 7.908 7.520 7.103 6.655 6.165 5.617 5.000 4.276 3.384 2.114 0.000 0.000 0.000 0.000 0.000
   77 9.983 9.983 9.983 9.983 9.983 9.983 9.425 8.988 8.616 8.257 7.889 7.509 7.104 6.666 6.194 5.671 5.088 4.414 3.601 2.528 0.000 0.000 0.000 0.000 0.000
   78 9.984 9.984 9.984 9.984 9.984 9.984 9.370 8.953 8.589 8.233 7.875 7.501 7.106 6.685 6.227 5.729 5.173 4.542 3.801 2.861 1.365 0.000 0.000 0.000 0.000
   79 9.984 9.984 9.984 9.984 9.984 9.984 9.322 8.920 8.564 8.216 7.861 7.498 7.111 6.700 6.260 5.781 5.251 4.656 3.968 3.120 1.922 0.000 0.000 0.000 0.000
   80 9.984 9.984 9.984 9.984 9.984 9.984 9.283 8.893 8.545 8.202 7.856 7.495 7.120 6.721 6.289 5.826 5.320 4.749 4.103 3.319 2.277 0.000 0.000 0.000 0.000
   81 9.984 9.984 9.984 9.984 9.984 9.939 9.251 8.874 8.529 8.192 7.851 7.498 7.127 6.736 6.319 5.868 5.375 4.830 4.206 3.471 2.522 0.810 0.000 0.000 0.000
   82 9.984 9.984 9.984 9.984 9.984 9.798 9.230 8.860 8.522 8.190 7.851 7.504 7.139 6.754 6.342 5.898 5.419 4.881 4.276 3.564 2.670 1.240 0.000 0.000 0.000
   83 9.984 9.984 9.984 9.984 9.984 9.747 9.219 8.855 8.521 8.191 7.857 7.510 7.147 6.767 6.356 5.917 5.442 4.914 4.317 3.621 2.749 1.408 0.000 0.000 0.000
   84 9.984 9.984 9.984 9.984 9.984 9.727 9.215 8.856 8.523 8.194 7.862 7.518 7.153 6.772 6.364 5.925 5.450 4.919 4.321 3.626 2.749 1.408 0.000 0.000 0.000
   85 9.984 9.984 9.984 9.984 9.984 9.729 9.223 8.864 8.532 8.202 7.870 7.525 7.160 6.777 6.363 5.918 5.440 4.901 4.292 3.581 2.683 1.235 0.000 0.000 0.000
   86 9.984 9.984 9.984 9.984 9.984 9.754 9.237 8.879 8.547 8.219 7.883 7.534 7.164 6.775 6.358 5.907 5.411 4.859 4.235 3.487 2.526 0.774 0.000 0.000 0.000
   87 9.984 9.984 9.984 9.984 9.984 9.801 9.259 8.901 8.568 8.236 7.900 7.544 7.171 6.771 6.346 5.879 5.370 4.796 4.134 3.343 2.280 0.000 0.000 0.000 0.000
   88 9.984 9.984 9.984 9.984 9.984 9.897 9.289 8.927 8.592 8.260 7.918 7.560 7.177 6.772 6.329 5.847 5.311 4.708 4.005 3.133 1.888 0.000 0.000 0.000 0.000
   89 9.984 9.984 9.984 9.984 9.984 9.984 9.322 8.957 8.621 8.287 7.943 7.578 7.188 6.772 6.311 5.810 5.244 4.599 3.835 2.854 1.232 0.000 0.000 0.000 0.000
   90 9.984 9.984 9.984 9.984 9.984 9.984 9.358 8.989 8.653 8.317 7.968 7.599 7.201 6.772 6.296 5.773 5.174 4.479 3.631 2.491 0.000 0.000 0.000 0.000 0.000
   91 9.984 9.984 9.984 9.984 9.984 9.984 9.394 9.022 8.684 8.347 7.996 7.624 7.219 6.779 6.286 5.735 5.102 4.346 3.400 2.006 0.000 0.000 0.000 0.000 0.000
   92 9.984 9.984 9.984 9.984 9.984 9.984 9.426 9.048 8.710 8.375 8.022 7.646 7.236 6.784 6.280 5.706 5.033 4.220 3.153 1.348 0.000 0.000 0.000 0.000 0.000
   93 9.984 9.984 9.984 9.984 9.984 9.984 9.452 9.070 8.732 8.394 8.041 7.665 7.250 6.793 6.277 5.685 4.978 4.111 2.934 0.000 0.000 0.000 0.000 0.000 0.000
   94 9.984 9.984 9.984 9.984 9.984 9.984 9.468 9.081 8.744 8.406 8.051 7.673 7.258 6.796 6.274 5.669 4.948 4.046 2.793 0.000 0.000 0.000 0.000 0.000 0.000
   95 9.985 9.985 9.985 9.985 9.985 9.985 9.473 9.083 8.742 8.404 8.047 7.671 7.254 6.792 6.270 5.662 4.941 4.042 2.793 0.000 0.000 0.000 0.000 0.000 0.000
   96 9.985 9.985 9.985 9.985 9.985 9.985 9.463 9.073 8.730 8.389 8.034 7.655 7.238 6.782 6.263 5.664 4.961 4.101 2.931 0.172 0.000 0.000 0.000 0.000 0.000
   97 9.985 9.985 9.985 9.985 9.985 9.985 9.443 9.053 8.709 8.366 8.009 7.628 7.215 6.764 6.254 5.681 5.011 4.201 3.160 1.428 0.000 0.000 0.000 0.000 0.000
   98 9.986 9.986 9.986 9.986 9.986 9.986 9.412 9.022 8.678 8.333 7.976 7.600 7.193 6.747 6.254 5.706 5.076 4.335 3.411 2.086 0.000 0.000 0.000 0.000 0.000
   99 9.986 9.986 9.986 9.986 9.986 9.986 9.375 8.988 8.642 8.297 7.942 7.568 7.168 6.736 6.261 5.741 5.151 4.474 3.657 2.576 0.000 0.000 0.000 0.000 0.000
  100 9.987 9.987 9.987 9.987 9.987 9.987 9.334 8.949 8.603 8.260 7.910 7.540 7.150 6.729 6.277 5.782 5.229 4.605 3.875 2.955 1.562 0.000 0.000 0.000 0.000
  101 9.987 9.987 9.987 9.987 9.987 9.987 9.295 8.914 8.569 8.227 7.881 7.518 7.136 6.731 6.296 5.823 5.301 4.723 4.054 3.246 2.149 0.000 0.000 0.000 0.000
  102 9.988 9.988 9.988 9.988 9.988 9.988 9.262 8.883 8.538 8.199 7.856 7.500 7.128 6.734 6.314 5.860 5.364 4.819 4.195 3.463 2.523 0.847 0.000 0.000 0.000
  103 9.988 9.988 9.988 9.988 9.988 9.841 9.235 8.858 8.515 8.179 7.839 7.488 7.123 6.737 6.328 5.890 5.411 4.887 4.301 3.613 2.762 1.479 0.000 0.000 0.000
  104 9.989 9.989 9.989 9.989 9.989 9.808 9.219 8.842 8.499 8.164 7.826 7.479 7.116 6.738 6.333 5.904 5.438 4.929 4.361 3.706 2.901 1.765 0.000 0.000 0.000
  105 9.989 9.989 9.989 9.989 9.989 9.815 9.215 8.834 8.490 8.154 7.816 7.469 7.109 6.734 6.332 5.909 5.447 4.941 4.381 3.733 2.953 1.871 0.000 0.000 0.000
  106 9.989 9.989 9.989 9.989 9.989 9.886 9.223 8.837 8.489 8.152 7.811 7.462 7.100 6.722 6.320 5.890 5.432 4.926 4.362 3.711 2.918 1.818 0.000 0.000 0.000
  107 9.990 9.990 9.990 9.990 9.990 9.990 9.246 8.851 8.497 8.156 7.811 7.456 7.088 6.705 6.297 5.861 5.389 4.872 4.294 3.626 2.795 1.589 0.000 0.000 0.000
  108 9.990 9.990 9.990 9.990 9.990 9.990 9.286 8.878 8.514 8.165 7.815 7.452 7.077 6.683 6.263 5.812 5.327 4.788 4.180 3.468 2.566 1.073 0.000 0.000 0.000
  109 9.990 9.990 9.990 9.990 9.990 9.990 9.341 8.913 8.542 8.187 7.826 7.454 7.064 6.659 6.219 5.752 5.236 4.670 4.015 3.236 2.190 0.000 0.000 0.000 0.000
  110 9.990 9.990 9.990 9.990 9.990 9.990 9.414 8.963 8.583 8.215 7.846 7.463 7.060 6.634 6.176 5.678 5.129 4.516 3.793 2.901 1.559 0.000 0.000 0.000 0.000
  111 9.990 9.990 9.990 9.990 9.990 9.990 9.502 9.021 8.632 8.256 7.875 7.480 7.063 6.614 6.130 5.598 5.005 4.324 3.507 2.422 0.000 0.000 0.000 0.000 0.000
  112 9.990 9.990 9.990 9.990 9.990 9.990 9.605 9.083 8.684 8.303 7.913 7.510 7.077 6.608 6.091 5.521 4.868 4.101 3.144 1.686 0.000 0.000 0.000 0.000 0.000
  113 9.990 9.990 9.990 9.990 9.990 9.990 9.720 9.145 8.738 8.352 7.961 7.546 7.101 6.610 6.070 5.450 4.733 3.859 2.685 0.000 0.000 0.000 0.000 0.000 0.000
  114 9.989 9.989 9.989 9.989 9.989 9.989 9.837 9.193 8.782 8.395 8.001 7.586 7.132 6.629 6.058 5.399 4.615 3.613 2.128 0.000 0.000 0.000 0.000 0.000 0.000
  115 9.989 9.989 9.989 9.989 9.989 9.989 9.989 9.225 8.813 8.428 8.034 7.617 7.160 6.649 6.066 5.377 4.532 3.418 1.518 0.000 0.000 0.000 0.000 0.000 0.000
  116 9.989 9.989 9.989 9.989 9.989 9.989 9.989 9.231 8.823 8.441 8.049 7.632 7.175 6.664 6.075 5.376 4.511 3.344 1.164 0.000 0.000 0.000 0.000 0.000 0.000
  117 9.989 9.989 9.989 9.989 9.989 9.989 9.856 9.215 8.812 8.433 8.045 7.630 7.178 6.668 6.085 5.398 4.554 3.433 1.502 0.000 0.000 0.000 0.000 0.000 0.000
  118 9.989 9.989 9.989 9.989 9.989 9.989 9.737 9.177 8.781 8.405 8.021 7.609 7.161 6.664 6.098 5.444 4.656 3.650 2.131 0.000 0.000 0.000 0.000 0.000 0.000
  119 9.989 9.989 9.989 9.989 9.989 9.989 9.622 9.124 8.737 8.365 7.983 7.582 7.142 6.659 6.122 5.508 4.788 3.906 2.721 0.000 0.000 0.000 0.000 0.000 0.000
  120 9.989 9.989 9.989 9.989 9.989 9.989 9.518 9.063 8.688 8.322 7.948 7.549 7.127 6.665 6.155 5.588 4.935 4.168 3.203 1.749 0.000 0.000 0.000 0.000 0.000
  121 9.989 9.989 9.989 9.989 9.989 9.989 9.424 9.002 8.637 8.277 7.912 7.529 7.122 6.682 6.201 5.671 5.081 4.404 3.587 2.511 0.000 0.000 0.000 0.000 0.000
  122 9.989 9.989 9.989 9.989 9.989 9.989 9.345 8.945 8.591 8.242 7.886 7.514 7.121 6.706 6.251 5.762 5.216 4.607 3.892 3.012 1.721 0.000 0.000 0.000 0.000
  123 9.988 9.988 9.988 9.988 9.988 9.988 9.279 8.900 8.554 8.215 7.868 7.510 7.133 6.731 6.302 5.838 5.336 4.769 4.126 3.363 2.359 0.000 0.000 0.000 0.000
  124 9.988 9.988 9.988 9.988 9.988 9.761 9.228 8.864 8.526 8.194 7.858 7.511 7.146 6.758 6.349 5.908 5.429 4.901 4.311 3.620 2.756 1.451 0.000 0.000 0.000
  125 9.988 9.988 9.988 9.988 9.988 9.664 9.192 8.838 8.508 8.183 7.853 7.513 7.158 6.785 6.386 5.960 5.504 4.998 4.435 3.791 3.007 1.933 0.000 0.000 0.000
  126 9.988 9.988 9.988 9.988 9.988 9.622 9.169 8.822 8.498 8.177 7.856 7.518 7.170 6.803 6.415 5.999 5.553 5.065 4.517 3.901 3.159 2.179 0.000 0.000 0.000
  127 9.988 9.988 9.988 9.988 9.988 9.596 9.158 8.817 8.495 8.178 7.856 7.525 7.177 6.815 6.430 6.020 5.574 5.093 4.556 3.948 3.223 2.284 0.157 0.000 0.000
  128 9.987 9.987 9.987 9.987 9.987 9.592 9.159 8.819 8.501 8.184 7.862 7.531 7.183 6.821 6.434 6.023 5.578 5.093 4.553 3.941 3.212 2.259 0.000 0.000 0.000
  129 9.987 9.987 9.987 9.987 9.987 9.607 9.171 8.829 8.509 8.192 7.870 7.535 7.184 6.814 6.427 6.007 5.558 5.063 4.511 3.883 3.125 2.109 0.000 0.000 0.000
  130 9.987 9.987 9.987 9.987 9.987 9.640 9.191 8.848 8.525 8.204 7.878 7.538 7.185 6.807 6.408 5.979 5.513 5.003 4.425 3.765 2.952 1.807 0.000 0.000 0.000
  131 9.986 9.986 9.986 9.986 9.986 9.695 9.221 8.874 8.547 8.222 7.890 7.545 7.183 6.794 6.383 5.938 5.453 4.914 4.302 3.590 2.688 1.244 0.000 0.000 0.000
